,Scene,Figure,Ground,selection_ratio,Refined Distinct Model,Distinct Prototype
91,compsvo29,book,table,0.0,0.020333927829473672,0.06863722188202442
92,compsvo34v,jar,board,0.0,0.01751539896926292,0.012998094514565272
93,compsvo34v,book,board,0.0,0.015932388928612377,0.012216718582840881
94,compsvo67,balloon,table,0.0,0.016798346050584383,0.012087649480481208
95,compsvo67,box,table,0.0,0.06434977846529141,0.008387475308955571
96,compsvo68,balloon,table,0.0,0.0166354004993812,0.011964737838064494
97,compsvo68,box,table,0.0,0.015951247946182964,0.012277354825733626
98,compsvo68a,balloon,table,0.0,0.07199517956871819,0.06755442491830031
99,compsvo68a,box,table,0.0,0.015951297109828025,0.012277421412565676
100,compsvo69a,balloon,table,0.0,0.016865730866139152,0.06558157978670179
101,compsvo69a,box,table,0.0,0.015515966973272276,0.011935303500209904
102,compsvo78,box,table,0.0,0.01599169094908187,0.012275930122166333
103,compsvo78,box (1),table,0.0,0.01866547600250971,0.013262770768161338
104,compsvo79,box,table,0.0,0.015455512098475488,0.01189690676939317
105,compsvo79,box (1),table,0.0,0.018665355162338006,0.013262629622101556
106,compsvo89,box,table,0.0,0.01599169094908187,0.012275930122166333
107,compsvo89,box (1),table,0.0,0.014738283618050768,0.01132801998728252
108,compsvu15,book,balloon,0.0,0.01648332782792863,0.012042195730649196
109,compsvu15,table,balloon,0.0,0.01530035210546509,0.011615242557094356
110,compsvu16,book,balloon,0.0,0.015241849576764738,0.011568493247390371
111,compsvu16,table,balloon,0.0,0.01530035224971551,0.011615242773371165
112,compsvu17,box,table,0.0,0.06419839587740978,0.008384683388187484
113,compsvu17,box (1),table,0.0,0.016042456677635073,0.011797836085768293
114,compsvu23,box,book,0.0,0.01610007258924693,0.011856944297455796
115,compsvu23,pear,book,0.0,0.015959320658388832,0.012033769672288424
116,compsvu25,book (1),book,0.0,0.023695168071054738,0.016570315542258657
117,compsvu25,cube,book,0.0,0.08195745995473523,0.1400658060797789
118,compsvu25,table,book,0.0,0.01589604234244215,0.012086733023025471
119,compsvu25a,box,balloon,0.0,0.012171034266697297,0.009474974690407777
120,compsvu25a,table,balloon,0.0,0.015595277725271573,0.011839969496795187
121,compsvu34,picture,book (1),0.0,0.016772638936787335,0.012589619521501866
122,compsvu34,table,book (1),0.0,0.015821564297281463,0.011950911741965735
123,compsvu53,box,book,0.0,0.015656441235006056,0.011467568884096915
124,compsvu53,table,book,0.0,0.016054030745308197,0.012198289437700013
125,compsvu56,box,balloon,0.0,0.014744388249713126,0.010954557019068943
126,compsvu56,table,balloon,0.0,0.014655511811515502,0.011093982103116382
127,compsvu63,box,book,0.0,0.01549866948986093,0.011749047251899304
128,compsvu63,table,book,0.0,0.016063128643673135,0.012205798528267555
129,compsvu67,box,balloon,0.0,0.014569920388267807,0.011177920235775051
130,compsvu67,table,balloon,0.0,0.013426395286653412,0.010286249295833605
131,compsvu67a,box,balloon,0.0,0.007998844379043343,0.00668312618603273
132,compsvu67a,table,balloon,0.0,0.014954558274872399,0.011291068171073587
133,compsvul,pencil,lamp,0.0,0.08663050886559163,0.008326574944380723
134,compsvul,bowl,lamp,0.0,0.018646669216634496,0.013101883574939714
135,compsvula,pencil,lamp,0.0,0.08693753778516637,0.008328731579746168
136,compsvula,bowl,lamp,0.0,0.015129374242385484,0.01166637816318355
137,compsvinew2,mug,shelf,0.2,0.0791167175145459,0.009042132254119359
138,compsvinew2,box,shelf,0.0,0.07083131001953365,0.008455134223008235
