Scene,Figure,Ground,horizontal_distance_normalized,ground_lightsource,ground_container,support,location_control_x,location_control_z,ground_verticality,figure_volume,ground_volume,size_ratio,shortest_distance,shortest_distance_normalized,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_projection_overlap_proportion,location_control_-x,location_control_-z,horizontal_distance,f_covers_g,g_covers_f
compsvo12,book,box,0.0849373,0,1,0.0002380415,0.0009939501,0.0001510845,0,0.005728343,0.09819815,0.05833453,1.273873,0.09099094,0,1,0,0,0,0.0001567964,0.0002260546,1.189122,0,0
compsvo12,book,book (1),0.04772169,0,0,0.005987246,0.001693125,0.0007034958,0,0.005728343,0.006979919,0.8206891,0.2938078,0.02098627,0,0.02399435,0.02399435,0,0,0.009652215,0.000779725,0.6681037,0,0
compsvo12,book,book,0,0,0,0,1,1,0,0.005728343,0.005728343,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo12,book,table,0.07182895,0,0,1,0.6293015,0.8829795,0,0.005728343,1.485147,0.003857088,5.322782E-05,3.772163E-06,0.2128911,0.9750647,0,0.004996795,0.03594994,0.7372006,1,1.005605,0.03556893,0.5676455
compsvo12,table,box,0.01496736,0,1,0,4.408123E-05,0.0007622283,0,1.485147,0.09819815,15.12398,0.05393616,0.003852583,0,0.7704403,0.08176101,0.06612015,1,2.659702E-05,0.0001383097,0.209543,1,0.09971711
compsvo12,table,book (1),0.02425541,0,0,0,0.0002515346,0.0002014785,0,1.485147,0.006979919,212.7743,0.0209896,0.001499257,0,0,0.8066038,9.340262E-07,0.9999999,0.0002532023,8.245368E-05,0.3395757,1,0.07778896
compsvo12,table,book,0.07182895,0,0,0,0.0002539071,0.0002192852,0,1.485147,0.005728343,259.263,0,0,0.01886792,0,0.8066038,1.927308E-05,0.5120009,0.0001082208,0.0002086372,1.005605,0.5676455,0.03556893
compsvo12,table,table,0,0,0,0,1,1,0,1.485147,1.485147,1,0,0,1,0,0.004716981,1,1,1,1,0,1,1
compsvo12v,board,board,0,0,0,0,1,1,1,0.1722174,0.1722174,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo12v,board,book,0.006818712,0,0,0,0.007338818,0.0001380601,0,0.1722174,0.00170295,101.1289,0,0,0.1954674,0,0.98017,0.0001063808,0.5052594,0.004026308,0.0007753365,0.09546196,0.8773752,0.2527741
compsvo12v,board,table,0.03721619,0,0,1,0.9953538,1,0,0.1722174,1.485319,0.1159464,1.144471E-05,7.920734E-07,0.07365439,0.9830028,0,5.144029E-06,0.0583437,1,1,0.5210266,0.09530415,1
compsvo12v,board,clock,0.007818386,0,0,0,0.06335577,0.1156936,1,0.1722174,0.0005863847,293.6935,0,0,0.3399433,0.09348442,0.1416431,0.002839282,0.5275663,0.2768595,0.03078113,0.1094574,0.8338785,0.01767303
compsvo12v,book,board,0.006818712,0,0,1,1,1,1,0.00170295,0.1722174,0.009888372,0,0,0.07268878,0.9797695,0,0.01075817,0.2451092,1,0.4122317,0.09546196,0.2527741,0.8773752
compsvo12v,book,book,0,0,0,0,1,1,0,0.00170295,0.00170295,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo12v,book,table,0.03043577,0,0,0.9998966,0.9969653,1,0,0.00170295,1.485319,0.001146521,0.99635,0.07116783,0,1,0,0,0.01681201,0.8722664,1,0.4261008,0.02116719,1
compsvo12v,book,clock,0.0143378,0,0,0.001134421,0.09373324,0.1627488,1,0.00170295,0.0005863847,2.90415,0.1021992,0.005355178,0,1,0,0,0,0.5149615,0.02976597,0.2007292,0,0
compsvo12v,table,board,0.03721619,0,0,0,0.0002153915,0.00154637,1,1.485319,0.1722174,8.624677,0.0780695,0.005276418,0,0,0.9559748,5.964316E-07,0.9476266,0.0008325719,3.237357E-05,0.5210266,1,0.09530415
compsvo12v,table,book,0.03043577,0,0,0,9.060837E-05,5.133642E-05,0,1.485319,0.00170295,872.2039,1.018236,0.07273116,0,0,1,0,1,0.0001171507,8.047728E-05,0.4261008,1,0.02732385
compsvo12v,table,table,0,0,0,0,1,1,0,1.485319,1.485319,1,0,0,1,0,0.004716981,1,1,1,1,0,1,1
compsvo12v,table,clock,0.04423037,0,0,0,0.0007722409,0.01185524,1,1.485319,0.0005863847,2533.011,0.8835672,0.06256173,0,0,1,0,1,0.000569963,0.002652712,0.6192251,1,0.002011635
compsvo12v,clock,board,0.007818386,0,0,0.9758393,0.811119,1,1,0.0005863847,0.1722174,0.00340491,0,0,0.9744816,0,0,0.8338785,0.01767303,0.9790224,0.8428336,0.1094574,0.01767303,0.8338785
compsvo12v,clock,book,0.0143378,0,0,0,0.05028995,0.1088008,0,0.0005863847,0.00170295,0.3443348,0.1115735,0.007969539,0,0,1,0,0,0.1241136,0.02030215,0.2007292,0,0
compsvo12v,clock,table,0.04423037,0,0,1,1,1,0,0.0005863847,1.485319,0.000394787,0.8332022,0.05951441,0,1,0,0,0.001328669,0.9994394,1,0.6192251,0.001620788,1
compsvo12v,clock,clock,0,0,0,0,1,1,1,0.0005863847,0.0005863847,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo13v,jar,jar,0,0,1,0,1,1,0,0.005047545,0.005047545,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo13v,jar,board,0.0187104,0,0,8.588793E-05,0.0005237912,0.02233678,1,0.005047545,0.1722174,0.02930915,0,0,0.09161932,0,0.1903409,0.1533991,0.02137613,0.248648,2.231752E-06,0.2619456,0.02137506,0.1534051
compsvo13v,jar,book,0.01247606,0,0,0,0.1120942,0.01192823,0,0.005047545,0.00170295,2.964001,0.7865053,0.05617895,0,0,1,0,0.09558768,0.1309946,0.006749596,0.1746648,0.1416176,0.1945588
compsvo13v,jar,table,0.01955293,0,0,0.9999994,0.6975194,1,0,0.005047545,1.485319,0.00339829,4.80548E-07,8.777008E-09,0.3778409,0.7485796,0,6.369673E-05,0.01183618,1,1,0.273741,0.01327942,1
compsvo13v,board,jar,0.0187104,0,1,0,0.09533565,0.001218797,0,0.1722174,0.005047545,34.11904,0,0,0.03399434,0.8923513,0,0.004495998,0.2450821,0.05363583,0.06689407,0.2619456,0.1534051,0.02137506
compsvo13v,board,board,0,0,0,0,1,1,1,0.1722174,0.1722174,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo13v,board,book,0.006818712,0,0,0,0.01014926,0.001407039,0,0.1722174,0.00170295,101.1289,0,0,0.1954674,0,0.98017,0.0001063808,0.5052594,0.0296501,0.0001772,0.09546196,0.8773752,0.2527741
compsvo13v,board,table,0.03721619,0,0,1,1,1,0,0.1722174,1.485319,0.1159464,1.144471E-05,7.920734E-07,0.07365439,0.9830028,0,5.144029E-06,0.0583437,0.9501302,1,0.5210266,0.09530415,1
compsvo13v,book,jar,0.01247606,0,1,0.001594121,0.07825816,0.0001443312,0,0.00170295,0.005047545,0.3373818,0.7867465,0.05619618,0,1,0,0,0.2017636,0.05507257,0.1452056,0.1746648,0.2203807,0.09495613
compsvo13v,book,board,0.006818712,0,0,1,1,1,1,0.00170295,0.1722174,0.009888372,0,0,0.07268878,0.9797695,0,0.01075817,0.2451092,1,0.3328507,0.09546196,0.2527741,0.8773752
compsvo13v,book,book,0,0,0,0,1,1,0,0.00170295,0.00170295,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo13v,book,table,0.03043577,0,0,0.9998881,1,1,0,0.00170295,1.485319,0.001146521,0.99635,0.07116783,0,1,0,0,0.01681201,0.9012355,0.3732155,0.4261008,0.02116719,1
compsvo13v,table,jar,0.01955293,0,1,0,0.001499607,6.41472E-05,0,1.485319,0.005047545,294.2657,0.02099067,0.001499334,0,0,0.8584906,2.1646E-07,1,0.0001722621,0.00710631,0.273741,1,0.01327942
compsvo13v,table,board,0.03721619,0,0,0,1.15379E-05,1.310921E-05,1,1.485319,0.1722174,8.624677,0.0780695,0.005276418,0,0,0.9559748,5.964316E-07,0.9476266,0.0001417897,7.226624E-06,0.5210266,1,0.09530415
compsvo13v,table,book,0.03043577,0,0,0,0.0001233288,1.163162E-06,0,1.485319,0.00170295,872.2039,1.018236,0.07273116,0,0,1,0,1,0.0004732711,5.365221E-05,0.4261008,1,0.02732385
compsvo13v,table,table,0,0,0,0,1,1,0,1.485319,1.485319,1,0,0,1,0,0.004716981,1,1,1,1,0,1,1
compsvo14,book (1),book (1),0,0,0,0,1,1,0,0.007224092,0.007224092,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo14,book (1),book,0.005069238,0,0,0.9419703,0.2206719,0.2258673,0,0.007224092,0.00593933,1.216314,0,0,0.04940014,0.8880264,0,0.0264918,0.7757511,0.1770237,0.356126,0.07096933,0.7878968,0.6350547
compsvo14,book (1),table,0.03843821,0,0,1,0.6843143,1,0,0.007224092,1.485271,0.00486382,0.04896003,0.003497115,0,1,0,0,0.07572515,0.6769735,1,0.5381349,0.0767788,1
compsvo14,book,book (1),0.005069238,0,0,0,0.001281412,0.02518608,0,0.00593933,0.007224092,0.822156,0,0,0.1778405,0,0.9317808,0.03222235,0.5957019,0.007789218,0.0282165,0.07096933,0.6350547,0.7878968
compsvo14,book,book,0,0,0,0,1,1,0,0.00593933,0.00593933,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo14,book,table,0.03551596,0,0,1,0.6045157,0.6474296,0,0.00593933,1.485271,0.003998818,0,0,0.4090802,0.9614208,0,0.02219061,0.06096271,0.6882638,1,0.4972234,0.06273933,1
compsvo14,table,book (1),0.03843821,0,0,0,0.0001154261,0.0001404351,0,1.485271,0.007224092,205.5997,0.07186531,0.005133236,0,0,1,0,1,0.0001286622,0.0001758604,0.5381349,0.9999999,0.07782049
compsvo14,table,book,0.03551596,0,0,0,0.0003328513,0.0004004628,0,1.485271,0.00593933,250.0739,0.0722819,0.005162993,0,0,0.8066038,8.873621E-05,0.9495517,0.0003196428,2.520479E-05,0.4972234,1,0.06273933
compsvo14,table,table,0,0,0,0,1,1,0,1.485271,1.485271,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo14a,box,box,0,0,1,0,1,1,0,0.04816982,0.04816982,1,0,0,0.5258621,0,0.02586207,1,1,1,1,0,1,1
compsvo14a,box,book,0.07125872,0,0,0,0.09057433,0.400752,0,0.04816982,0.006984043,6.897125,0,0,0.04310345,0,0.8275862,0.000347748,0.3789377,0.3224142,0.204616,0.9976221,0.5143406,0.4981823
compsvo14a,box,table,0.04416329,0,0,0.9998909,0.9394705,1,0,0.04816982,1.485344,0.03243009,0,0,0.1034483,0.9482759,0,0.0002688348,0.06718726,0.6058795,0.6476766,0.618286,0.08029788,1
compsvo14a,book,box,0.07125872,0,1,1,0.3313359,0.3852561,0,0.006984043,0.04816982,0.1449879,1.555441E-06,1.11103E-07,0.1785462,0.9611856,0,0.002398461,0.4982515,0.5303176,0.2442155,0.9976221,0.4981823,0.5143406
compsvo14a,book,book,0,0,0,0,1,1,0,0.006984043,0.006984043,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo14a,book,table,0.02710148,0,0,1,0.8325504,0.7517681,0,0.006984043,1.485344,0.004701972,0.3304814,0.02360578,0,1,0,0,0.06508424,0.6970233,0.09247878,0.3794207,0.07103554,1
compsvo14a,table,box,0.04416329,0,1,0,0.0008793722,0.0003066105,0,1.485344,0.04816982,30.83557,0.05222514,0.003730367,0,0,0.8066038,8.718337E-06,1,0.0007767351,0.0008933623,0.618286,1,0.08029788
compsvo14a,table,book,0.02710148,0,0,0,0.0002088972,0.0001046707,0,1.485344,0.006984043,212.6768,0.3539456,0.02528183,0,0,1,0,1,0.0002867485,0.0003005885,0.3794207,1,0.07764947
compsvo14a,table,table,0,0,0,0,1,1,0,1.485344,1.485344,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo14v,jar,jar,0,0,1,0,1,1,0,0.005047547,0.005047547,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo14v,jar,board,0.03423845,0,0,0.0001507303,0.001349013,0.001107322,1,0.005047547,0.1722174,0.02930916,0.1986174,0.01418555,0,0,0.1903409,0,0,0.000211807,8.99309E-05,0.4793383,0,0
compsvo14v,jar,book,0.02754961,0,0,0,0.0001280613,0.0001191263,0,0.005047547,0.00170295,2.964003,0.807966,0.05771186,0,0,1,0,0,0.0003525124,3.0106E-05,0.3856945,0,0
compsvo14v,jar,table,0.004106395,0,0,0.9999993,1,1,0,0.005047547,1.485319,0.003398291,0,0,0.3778409,0.7485796,0,6.369673E-05,0.01183619,1,1,0.05748953,0.01327943,1
compsvo14v,board,jar,0.03423845,0,1,0,0.09407157,0.001265533,0,0.1722174,0.005047547,34.11903,0.2116766,0.01511975,0,0.8923513,0,0,0,0.08695266,0.9776714,0.4793383,0,0
compsvo14v,board,board,0,0,0,0,1,1,1,0.1722174,0.1722174,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo14v,board,book,0.006818712,0,0,0,0.01952612,0.001041114,0,0.1722174,0.00170295,101.1289,0,0,0.1954674,0,0.98017,0.0001063808,0.5052594,0.01606964,8.146329E-06,0.09546196,0.8773752,0.2527741
compsvo14v,board,table,0.03721619,0,0,1,1,1,0,0.1722174,1.485319,0.1159464,1.144471E-05,7.920734E-07,0.07365439,0.9830028,0,5.144029E-06,0.0583437,1,1,0.5210266,0.09530415,1
compsvo14v,book,jar,0.02754961,0,1,0.001594121,0.08626484,0.0005591272,0,0.00170295,0.005047547,0.3373816,0.8050773,0.05750552,0,1,0,0,0,0.08011749,1,0.3856945,0,0
compsvo14v,book,board,0.006818712,0,0,1,1,1,1,0.00170295,0.1722174,0.009888372,0,0,0.07268878,0.9797695,0,0.01075817,0.2451092,1,0.3491568,0.09546196,0.2527741,0.8773752
compsvo14v,book,book,0,0,0,0,1,1,0,0.00170295,0.00170295,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo14v,book,table,0.03043577,0,0,1,1,0.1577823,0,0.00170295,1.485319,0.001146521,0.99635,0.07116783,0,1,0,0,0.01681201,1,0.2613882,0.4261008,0.02116719,1
compsvo14v,table,jar,0.004106395,0,1,0,0.0003364971,5.39801E-05,0,1.485319,0.005047547,294.2656,0.01795542,0.00128253,0,0,0.8584906,2.1646E-07,1,0.0003974402,0.1132376,0.05748953,1,0.01327943
compsvo14v,table,board,0.03721619,0,0,0,0.0002816121,0.0004166773,1,1.485319,0.1722174,8.624677,0.0780695,0.005276418,0,0,0.9559748,5.964316E-07,0.9476266,7.304198E-06,3.162869E-06,0.5210266,1,0.09530415
compsvo14v,table,book,0.03043577,0,0,0,9.259106E-05,0.0001141627,0,1.485319,0.00170295,872.2039,1.018236,0.07273116,0,0,1,0,1,0.0006656988,6.835833E-05,0.4261008,1,0.02732385
compsvo14v,table,table,0,0,0,0,1,1,0,1.485319,1.485319,1,0,0,1,0,0.004716981,1,1,1,1,0,1,1
compsvo16,balloon,balloon,0,0,0,0,1,1,1,0.1759759,0.1759759,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo16,balloon,book,0.05837346,0,0,0,0,0,0,0.1759759,0.007053204,24.94978,0.722706,0.05162185,0,1,0,0,0,0,0,0.8172284,0,0
compsvo16,balloon,table,0.03465583,0,0,0,0,0,0,0.1759759,1.485457,0.1184658,0.3518076,0.02512908,0,1,0,0,0.07999405,0,0,0.4851816,0.0877644,1
compsvo16,book,balloon,0.05837346,0,0,8.310908E-05,3.664583E-05,1.129352E-05,1,0.007053204,0.1759759,0.04008052,0.7025835,0.03793446,0,0,1,0,0,3.471712E-05,1.091068E-05,0.8172284,0,0
compsvo16,book,book,0,0,0,0,1,1,0,0.007053204,0.007053204,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo16,book,table,0.02710587,0,0,1,0.698555,1,0,0.007053204,1.485457,0.004748172,0,0,0.4024935,0.9868267,0,0.006139365,0.07565244,0.546761,1,0.3794822,0.07779767,1
compsvo16,table,balloon,0.03465583,0,0,0,6.181223E-06,4.182785E-06,1,1.485457,0.1759759,8.441252,0.3805846,0.02662827,0,0,1,0,1,5.855899E-06,4.040994E-06,0.4851816,1,0.09647302
compsvo16,table,book,0.02710587,0,0,0,0.000201908,0.0001458175,0,1.485457,0.007053204,210.6074,0.04379287,0.003128062,0,0,0.8066038,2.915076E-05,0.9317338,0.0002035028,0.0001438032,0.3794822,1,0.07779767
compsvo16,table,table,0,0,0,0,1,1,0,1.485457,1.485457,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo16a,balloon,balloon,0,0,0,0,1,1,1,0.1759758,0.1759758,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo16a,balloon,book,0.09671782,0,0,0,0.6252286,1,0,0.1759758,0.007053204,24.94977,1.108942,0.07921011,0,0.7090164,0.1834016,0,0,0.8391412,1,1.354049,0,0
compsvo16a,balloon,table,0.0724005,0,0,0,1,1,0,0.1759758,1.485457,0.1184658,0,0,0.09323771,0.8155738,0,0.06412945,0.05458172,1,1,1.013607,0.04892214,0.5062339
compsvo16a,book,balloon,0.09671782,0,0,0.0006576444,5.690515E-05,2.360172E-05,1,0.007053204,0.1759758,0.04008052,1.082659,0.06949556,0,0,0,0,0,7.736066E-05,2.0007E-05,1.354049,0,0
compsvo16a,book,book,0,0,0,0,1,1,0,0.007053204,0.007053204,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo16a,book,table,0.02710587,0,0,1,0.6983269,1,0,0.007053204,1.485457,0.004748172,0,0,0.4024935,0.9868267,0,0.006139365,0.07565244,0.5558381,1,0.3794822,0.07779767,1
compsvo16a,table,balloon,0.0724005,0,0,0,9.689793E-06,1.126174E-05,1,1.485457,0.1759758,8.441255,0.05708748,0,0,0,0.2295597,0.007597147,0.4995866,1.275934E-05,6.998647E-06,1.013607,0.5062339,0.04892214
compsvo16a,table,book,0.02710587,0,0,0,0.0002149218,0.0001639225,0,1.485457,0.007053204,210.6074,0.04379287,0.003128062,0,0,0.8066038,2.915076E-05,0.9317338,0.0002017716,0.0001654959,0.3794822,1,0.07779767
compsvo16a,table,table,0,0,0,0,1,1,0,1.485457,1.485457,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo17,box,box,0,0,1,0,1,1,0,0.04813823,0.04813823,1,0,0,0.4310345,0,0.05172414,1,1,1,1,0,1,1
compsvo17,box,book,0.07375567,0,0,0,6.332137E-06,0,0,0.04813823,0.006994751,6.882051,0.4882533,0.03487524,0,0,1,0,0.4225716,6.32214E-06,0,1.032579,0.4783713,0.5226376
compsvo17,box,table,0.04716892,0,0,0,6.479358E-06,0,0,0.04813823,1.485556,0.03240417,0.05035013,0,0,0,0.05172414,0.9999999,0.08026394,6.618713E-06,0,0.6603649,0.08026394,1
compsvo17,book,box,0.07375567,0,1,3.60504E-06,1.303564E-05,0.000263826,0,0.006994751,0.04813823,0.1453055,0.4882817,0.03487726,0,1,0,0,0.3877401,1.279552E-05,0.0004243607,1.032579,0.4652361,0.5393773
compsvo17,book,book,0,0,0,0,1,1,0,0.006994751,0.006994751,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo17,book,table,0.02710366,0,0,0.5971173,0.7017829,0.4590974,0,0.006994751,1.485556,0.004708506,0,0,0.4024935,0.9698895,0,0.003933885,0.07563525,0.5501587,1,0.3794513,0.07776746,1
compsvo17,table,box,0.04716892,0,1,0,0.0002476771,0.0003848756,0,1.485556,0.04813823,30.86022,0.2553837,0.01824169,0,0.7704403,0,0.03240417,0.8737203,0.0002431149,0.0003213017,0.6603649,1,0.08026394
compsvo17,table,book,0.02710366,0,0,0,0.0002392643,0.000193824,0,1.485556,0.006994751,212.3816,0.04367819,0.003119871,0,0,0.8066038,1.852272E-05,0.9317884,0.0002415961,0.000187555,0.3794513,1,0.07776746
compsvo17,table,table,0,0,0,0,1,1,0,1.485556,1.485556,1,0,0,1,0.01415094,0,1,1,1,1,0,1,1
compsvo18,box,box,0,0,1,0,1,1,0,0.05179312,0.05179312,1,0,0,0.8534483,0,0,1,1,1,1,0,1,1
compsvo18,box,book,0.06073285,0,0,0.09878828,0.1328843,0.01061928,0,0.05179312,0.006990985,7.408558,0.6323348,0.04516677,0,0,1,0,0,0.1325472,0.0104568,0.8502599,0,0
compsvo18,box,table,0.08488505,0,0,0,0.9889155,0.2159253,0,0.05179312,1.486013,0.03485375,0.02404141,0,0,0,0.06034483,0.01173303,0.0007729258,0.4751602,1,1.188391,0.0007487002,0.01175658
compsvo18,book,box,0.06073285,0,1,5.370794E-05,0.005411799,0.002125803,0,0.006990985,0.05179312,0.134979,0.6409134,0.04577953,0,1,0,0,0,0.003859698,0.001829433,0.8502599,0,0
compsvo18,book,book,0,0,0,0,1,1,0,0.006990985,0.006990985,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo18,book,table,0.02710476,0,0,1,0.6961786,1,0,0.006990985,1.486013,0.004704525,0,0,0.4024935,0.9611856,0,0.004835629,0.07563099,0.5578539,1,0.3794667,0.07775979,1
compsvo18,table,box,0.08488505,0,1,1.082641E-06,0.003555003,0.001715431,0,1.486013,0.05179312,28.69132,0.008293347,0.000592382,0.009433962,0.7704403,0,0.0004089399,0.1088024,0.002602904,0.001669252,1.188391,0.01175658,0.0007487002
compsvo18,table,book,0.02710476,0,0,0,0.0006076146,0.0005148964,0,1.486013,0.006990985,212.5613,0.04370412,0.003121723,0,0,0.8066038,2.274934E-05,0.9317982,0.0006056662,0.0005071924,0.3794667,1,0.07775979
compsvo18,table,table,0,0,0,0,1,1,0,1.486013,1.486013,1,0,0,1,0,0.004716981,1,1,1,1,0,1,1
compsvo19,box,box,0,0,1,0,1,1,0,0.05179312,0.05179312,1,0,0,0.8534483,0,0,1,1,1,1,0,1,1
compsvo19,box,book,0.1234948,0,0,0,0.459755,0.04178538,0,0.05179312,0.006990985,7.408558,1.444991,0.1032137,0,0,1,0,0,0.4589874,0.04118371,1.728927,0,0
compsvo19,box,table,0.09831546,0,0,0,0.4703012,0.8256536,0,0.05179312,1.486013,0.03485375,0.2115219,0.01479136,0,0,0.06034483,0,0,0.4807414,0.8213824,1.376416,0,0
compsvo19,book,box,0.1234948,0,1,5.370794E-05,0.005425158,0.005283071,0,0.006990985,0.05179312,0.134979,1.442822,0.1030587,0,1,0,0,0,0.001711329,0.002098126,1.728927,0,0
compsvo19,book,book,0,0,0,0,1,1,0,0.006990985,0.006990985,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo19,book,table,0.02710476,0,0,1,0.6971924,1,0,0.006990985,1.486013,0.004704525,0,0,0.4024935,0.9611856,0,0.004835629,0.07563099,0.5503564,1,0.3794667,0.07775979,1
compsvo19,table,box,0.09831546,0,1,1.082641E-06,0.003583181,0.004014211,0,1.486013,0.05179312,28.69132,0.2169576,0.01549697,0,0.7704403,0,0,0,0.00113029,0.00159421,1.376416,0,0
compsvo19,table,book,0.02710476,0,0,1.202594E-05,0.00097991,0.0006323365,0,1.486013,0.006990985,212.5613,0.04370412,0.003121723,0,0,0.8066038,2.274934E-05,0.9317982,0.0009760179,0.0006232314,0.3794667,1,0.07775979
compsvo19,table,table,0,0,0,0,1,1,0,1.486013,1.486013,1,0,0,1,0,0.004716981,1,1,1,1,0,1,1
compsvo23v,jar,jar,0,0,1,0,1,1,0,0.005047545,0.005047545,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo23v,jar,board,0.0187104,0,0,8.304396E-05,0.0007600461,0.03637071,1,0.005047545,0.1722174,0.02930915,0,0,0.09161932,0,0.1903409,0.1533991,0.02137613,0.183841,0.0009482607,0.2619456,0.02137506,0.1534051
compsvo23v,jar,table,0.01955293,0,0,0.9999994,0.6480153,1,0,0.005047545,1.485319,0.00339829,4.80548E-07,8.777008E-09,0.3778409,0.7485796,0,6.369673E-05,0.01183618,1,1,0.273741,0.01327942,1
compsvo23v,jar,clock,0.02503819,0,0,0,1,0.2216753,1,0.005047545,0.0005863847,8.607906,0.6943426,0.04883616,0,0,1,0,0,1,0.1434862,0.3505347,0,0
compsvo23v,board,jar,0.0187104,0,1,6.645259E-06,0.08630505,0.000140713,0,0.1722174,0.005047545,34.11904,0,0,0.03399434,0.8923513,0,0.004495998,0.2450821,0.04720613,0.2468948,0.2619456,0.1534051,0.02137506
compsvo23v,board,board,0,0,0,0,1,1,1,0.1722174,0.1722174,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo23v,board,table,0.03721619,0,0,1,1,1,0,0.1722174,1.485319,0.1159464,1.144471E-05,7.920734E-07,0.07365439,0.9830028,0,5.144029E-06,0.0583437,1,1,0.5210266,0.09530415,1
compsvo23v,board,clock,0.007818386,0,0,0,0.5018008,0.04877247,1,0.1722174,0.0005863847,293.6935,0,0,0.3399433,0.09348442,0.1416431,0.002839282,0.5275663,0.5771404,0.01673856,0.1094574,0.8338785,0.01767303
compsvo23v,table,jar,0.01955293,0,1,0,0.0008615342,8.495878E-05,0,1.485319,0.005047545,294.2657,0.02099067,0.001499334,0,0,0.8584906,2.1646E-07,1,0.0003941537,0.007692924,0.273741,1,0.01327942
compsvo23v,table,board,0.03721619,0,0,0,1.588349E-05,0.003558373,1,1.485319,0.1722174,8.624677,0.0780695,0.005276418,0,0,0.9559748,5.964316E-07,0.9476266,0.002489539,0.0001383147,0.5210266,1,0.09530415
compsvo23v,table,table,0,0,0,0,1,1,0,1.485319,1.485319,1,0,0,1,0,0.004716981,1,1,1,1,0,1,1
compsvo23v,table,clock,0.04423037,0,0,0,0.003947915,0.005564382,1,1.485319,0.0005863847,2533.011,0.8835672,0.06256173,0,0,1,0,1,0.00374837,0.001078381,0.6192251,1,0.002011635
compsvo23v,clock,jar,0.02503819,0,1,0,0.1938797,0.1418354,0,0.0005863847,0.005047545,0.1161723,0.6971747,0.04979819,0,1,0,0,0,0.2683299,1,0.3505347,0,0
compsvo23v,clock,board,0.007818386,0,0,0.9759377,0.818707,1,1,0.0005863847,0.1722174,0.00340491,0,0,0.9744816,0,0,0.8338785,0.01767303,1,1,0.1094574,0.01767303,0.8338785
compsvo23v,clock,table,0.04423037,0,0,0.9815394,1,1,0,0.0005863847,1.485319,0.000394787,0.8332022,0.05951441,0,1,0,0,0.001328669,1,1,0.6192251,0.001620788,1
compsvo23v,clock,clock,0,0,0,0,1,1,1,0.0005863847,0.0005863847,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo24,pear,pear,0,0,0,0,1,1,0,0.001139769,0.001139769,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo24,pear,book,0.008421157,0,0,1,0.4175227,1,0,0.001139769,0.005648754,0.2017736,0,0,0.06451613,0.9916368,0,0.01370191,0.05660035,1,1,0.1178962,0.07378755,1
compsvo24,pear,table,0.06178764,0,0,0.8613819,1,1,0,0.001139769,1.485245,0.0007673949,0.04919016,0.003513553,0,1,0,0,0.004499706,1,1,0.865027,0.004560642,1
compsvo24,book,pear,0.008421157,0,0,0,0.0003538935,0.0002536488,0,0.005648754,0.001139769,4.95605,0,0,0.01176194,0,0.8753235,0.002764683,1,0.001808967,0.0001821529,0.1178962,1,0.07378755
compsvo24,book,book,0,0,0,0,1,1,0,0.005648754,0.005648754,1,0,0,1,0,0,1,1,1,1,0,1,1
compsvo24,book,table,0.06991552,0,0,0.9939151,0.7839784,1,0,0.005648754,1.485245,0.003803248,0,0,0.2171254,0.9748294,0,0.003334592,0.03885181,0.7085117,1,0.9788173,0.03855664,0.6155435
compsvo24,table,pear,0.06178764,0,0,0,0.0001042994,0.0001050352,0,1.485245,0.001139769,1303.11,0.1150863,0.008220448,0,0,1,0,1,4.500878E-05,3.649694E-05,0.865027,1,0.004620853
compsvo24,table,book,0.06991552,0,0,0,0.00036371,0.0002184341,0,1.485245,0.005648754,262.9332,0,0,0.01886792,0,0.8066038,1.268228E-05,0.5665659,0.0003463824,0.0002850168,0.9788173,0.6155435,0.03855664
compsvo24,table,table,0,0,0,0,1,1,0,1.485245,1.485245,1,0,0,1,0,0,1,1,1,1,0,1,1
