Location Control Calculation: x dimension
Scene, Figure,Ground, Movement,ground Movement,Normalized Movement,Horizontal Movement,Horizontal Ground Movement,Force used, LocCont
compsva13,balloon,pear,0,0.169368,0,0,-0.151651,1:0:0,0
compsva13,book,balloon,0.000473983,1.2,0.000394986,1.96993E-05,-1.2,1:0:0,1.64161E-05
compsva13,table,balloon,1.0976E-05,1.2,9.14668E-06,-5.58794E-06,-1.2,1:0:0,4.65662E-06
compsva13,pear,balloon,0.00284412,1.2,0.0023701,0.00190865,-1.2,1:0:0,0.00159054
compsva13,balloon,balloon,1.2,1.2,1,-1.2,-1.2,1:0:0,1
compsva13,book,book,0.0302775,0.0302775,1,0.0302507,0.0302507,-1:0:0,1
compsva13,table,book,1.03812E-05,0.0302775,0.00034287,-6.12438E-06,0.0302507,-1:0:0,0.000202454
compsva13,pear,book,0.0759848,0.0302775,2.50961,0.0128604,0.0302507,-1:0:0,0.425128
compsva13,balloon,book,0,0.0302775,0,0,0.0302507,-1:0:0,0
compsva13,book,table,0.0197957,0.031392,0.630597,0.0195917,0.0313815,-1:0:0,0.624308
compsva13,table,table,0.031392,0.031392,1,0.0313815,0.0313815,-1:0:0,1
compsva13,pear,table,0.0813933,0.031392,2.5928,0.0268729,0.0313815,-1:0:0,0.856331
compsva13,balloon,table,0,0.031392,0,0,0.0313815,-1:0:0,0
compsva13,book,pear,0.000335464,0.0467224,0.00717994,-2.45124E-05,0.0192415,-1:0:0,0.00127393
compsva13,table,pear,1.19364E-05,0.0467224,0.000255475,-5.24521E-06,0.0192415,-1:0:0,0.000272598
compsva13,pear,pear,0.0467224,0.0467224,1,0.0192415,0.0192415,-1:0:0,1
compsva13,balloon,pear,0,0.0467224,0,0,0.0192415,-1:0:0,0
compsva13,book,balloon,0.000473983,1.36,0.000348517,1.96993E-05,1.36,-1:0:0,1.44848E-05
compsva13,table,balloon,1.0976E-05,1.36,8.0706E-06,-5.58794E-06,1.36,-1:0:0,4.10878E-06
compsva13,pear,balloon,0.00284412,1.36,0.00209127,0.00190865,1.36,-1:0:0,0.00140342
compsva13,balloon,balloon,1.36,1.36,1,1.36,1.36,-1:0:0,1
compsva14,box,box,0.00368401,0.00368401,1,-0.00028348,-0.00028348,1:0:0,1
compsva14,book,box,0.00797218,0.00368401,2.164,-0.00794202,-0.00028348,1:0:0,1
compsva14,table,box,1.19952E-05,0.00368401,0.00325602,-5.23031E-06,-0.00028348,1:0:0,0.0184504
compsva14,box,book,0.00373968,0.0296359,0.126188,0.000507355,-0.0296072,1:0:0,0.0171362
compsva14,book,book,0.0296359,0.0296359,1,-0.0296072,-0.0296072,1:0:0,1
compsva14,table,book,1.19952E-05,0.0296359,0.000404753,-5.23031E-06,-0.0296072,1:0:0,0.000176656
compsva14,box,table,0.00351281,0.033028,0.106359,-9.65595E-06,-0.0330265,1:0:0,0.00029237
compsva14,book,table,0.000555477,0.033028,0.0168184,0.000531822,-0.0330265,1:0:0,0.0161029
compsva14,table,table,0.033028,0.033028,1,-0.0330265,-0.0330265,1:0:0,1
compsva14,box,box,0.00873815,0.00873815,1,0.00784075,0.00784075,-1:0:0,1
compsva14,book,box,0.00349161,0.00873815,0.399582,0.00315389,0.00784075,-1:0:0,0.402243
compsva14,table,box,1.19952E-05,0.00873815,0.00137274,-5.23031E-06,0.00784075,-1:0:0,0.000667067
compsva14,box,book,0.00358802,0.0247542,0.144945,-0.000565052,0.0247513,-1:0:0,0.0228292
compsva14,book,book,0.0247542,0.0247542,1,0.0247513,0.0247513,-1:0:0,1
compsva14,table,book,1.19952E-05,0.0247542,0.000484572,-5.23031E-06,0.0247513,-1:0:0,0.000211314
compsva14,box,table,0.00351281,0.0323094,0.108724,-9.65595E-06,0.0322932,-1:0:0,0.000299009
compsva14,book,table,0.000555477,0.0323094,0.0171924,0.000531822,0.0322932,-1:0:0,0.0164686
compsva14,table,table,0.0323094,0.0323094,1,0.0322932,0.0322932,-1:0:0,1
compsva15,book,book,0.0284295,0.0284295,1,-0.028401,-0.028401,1:0:0,1
compsva15,table,book,1.27533E-05,0.0284295,0.000448596,-5.27501E-06,-0.028401,1:0:0,0.000185734
compsva15,balloon,book,0,0.0284295,0,0,-0.028401,1:0:0,0
compsva15,pear,book,0.0254683,0.0284295,0.895843,0.00283937,-0.028401,1:0:0,0.0999745
compsva15,book,table,0.0195943,0.0321291,0.60986,-0.0195477,-0.0321291,1:0:0,0.608411
compsva15,table,table,0.0321291,0.0321291,1,-0.0321291,-0.0321291,1:0:0,1
compsva15,balloon,table,0,0.0321291,0,0,-0.0321291,1:0:0,0
compsva15,pear,table,0.299343,0.0321291,9.31687,-0.22674,-0.0321291,1:0:0,1
compsva15,book,balloon,0.000473983,1.16,0.000408606,1.96993E-05,-1.16,1:0:0,1.69822E-05
compsva15,table,balloon,1.0976E-05,1.16,9.46208E-06,-5.58794E-06,-1.16,1:0:0,4.81719E-06
compsva15,balloon,balloon,1.16,1.16,1,-1.16,-1.16,1:0:0,1
compsva15,pear,balloon,0.00284412,1.16,0.00245183,0.00190865,-1.16,1:0:0,0.00164538
compsva15,book,pear,0.000923743,0.169368,0.00545405,-0.00015448,-0.151651,1:0:0,0.00101866
compsva15,table,pear,1.13579E-05,0.169368,6.70602E-05,-4.57466E-06,-0.151651,1:0:0,3.01656E-05
compsva15,balloon,pear,0,0.169368,0,0,-0.151651,1:0:0,0
compsva15,pear,pear,0.169368,0.169368,1,-0.151651,-0.151651,1:0:0,1
compsva15,book,book,0.0302775,0.0302775,1,0.0302507,0.0302507,-1:0:0,1
compsva15,table,book,1.03812E-05,0.0302775,0.00034287,-6.12438E-06,0.0302507,-1:0:0,0.000202454
compsva15,balloon,book,0,0.0302775,0,0,0.0302507,-1:0:0,0
compsva15,pear,book,0.0759848,0.0302775,2.50961,0.0128604,0.0302507,-1:0:0,0.425128
compsva15,book,table,0.0198049,0.0313924,0.63088,0.0195966,0.0313818,-1:0:0,0.624457
compsva15,table,table,0.0313924,0.0313924,1,0.0313818,0.0313818,-1:0:0,1
compsva15,balloon,table,0,0.0313924,0,0,0.0313818,-1:0:0,0
compsva15,pear,table,0.0736471,0.0313924,2.34602,0.0318046,0.0313818,-1:0:0,1
compsva15,book,balloon,0.000473983,1.2,0.000394986,1.96993E-05,1.2,-1:0:0,1.64161E-05
compsva15,table,balloon,1.0976E-05,1.2,9.14668E-06,-5.58794E-06,1.2,-1:0:0,4.65662E-06
compsva15,balloon,balloon,1.2,1.2,1,1.2,1.2,-1:0:0,1
compsva15,pear,balloon,0.00284412,1.2,0.0023701,0.00190865,1.2,-1:0:0,0.00159054
compsva15,book,pear,0.000335464,0.0467224,0.00717994,-2.45124E-05,0.0192415,-1:0:0,0.00127393
compsva15,table,pear,1.19364E-05,0.0467224,0.000255475,-5.24521E-06,0.0192415,-1:0:0,0.000272598
compsva15,balloon,pear,0,0.0467224,0,0,0.0192415,-1:0:0,0
compsva15,pear,pear,0.0467224,0.0467224,1,0.0192415,0.0192415,-1:0:0,1
compsva23,balloon,balloon,1.02,1.02,1,-1.02,-1.02,1:0:0,1
compsva23,box,balloon,0.00276081,1.02,0.00270668,-0.000906944,-1.02,1:0:0,0.000889161
compsva23,book,balloon,0.000659749,1.02,0.000646813,-0.000266329,-1.02,1:0:0,0.000261106
compsva23,table,balloon,1.04545E-05,1.02,1.02495E-05,-5.34952E-06,-1.02,1:0:0,5.24462E-06
compsva23,balloon,box,0,0.0146428,0,0,-0.0133078,1:0:0,0
compsva23,box,box,0.0146428,0.0146428,1,-0.0133078,-0.0133078,1:0:0,1
compsva23,book,box,0.000866644,0.0146428,0.0591858,-0.000817031,-0.0133078,1:0:0,0.0613951
compsva23,table,box,1.08313E-05,0.0146428,0.000739706,-4.15742E-06,-0.0133078,1:0:0,0.000312406
compsva23,balloon,book,0,0.00924306,0,0,-0.00923495,1:0:0,0
compsva23,box,book,0.00850198,0.00924306,0.919822,-0.00848427,-0.00923495,1:0:0,0.918714
compsva23,book,book,0.00924306,0.00924306,1,-0.00923495,-0.00923495,1:0:0,1
compsva23,table,book,1.04394E-05,0.00924306,0.00112943,-6.52671E-06,-0.00923495,1:0:0,0.00070674
compsva23,balloon,table,0,0.0313559,0,0,-0.0313559,1:0:0,0
compsva23,box,table,0.0244838,0.0313559,0.780836,-0.024362,-0.0313559,1:0:0,0.77695
compsva23,book,table,0.0222484,0.0313559,0.709543,-0.0222446,-0.0313559,1:0:0,0.709422
compsva23,table,table,0.0313559,0.0313559,1,-0.0313559,-0.0313559,1:0:0,1
compsva23,balloon,balloon,1.08,1.08,1,1.08,1.08,-1:0:0,1
compsva23,box,balloon,0.00276081,1.08,0.00255631,-0.000906944,1.08,-1:0:0,0.000839764
compsva23,book,balloon,0.000659749,1.08,0.000610879,-0.000266329,1.08,-1:0:0,0.000246601
compsva23,table,balloon,1.04545E-05,1.08,9.68007E-06,-5.34952E-06,1.08,-1:0:0,4.95326E-06
compsva23,balloon,box,0,0.0270934,0,0,0.026991,-1:0:0,0
compsva23,box,box,0.0270934,0.0270934,1,0.026991,0.026991,-1:0:0,1
compsva23,book,box,0.000738988,0.0270934,0.0272756,-0.000349462,0.026991,-1:0:0,0.0129474
compsva23,table,box,9.95844E-06,0.0270934,0.00036756,-2.563E-06,0.026991,-1:0:0,9.49575E-05
compsva23,balloon,book,0,0.0146289,0,0,0.0146228,-1:0:0,0
compsva23,box,book,0.0197497,0.0146289,1.35004,0.0194039,0.0146228,-1:0:0,1
compsva23,book,book,0.0146289,0.0146289,1,0.0146228,0.0146228,-1:0:0,1
compsva23,table,book,8.90418E-06,0.0146289,0.000608669,-5.0813E-06,0.0146228,-1:0:0,0.000347493
compsva23,balloon,table,0,0.0303992,0,0,0.0303887,-1:0:0,0
compsva23,box,table,0.0224272,0.0303992,0.737759,0.0223119,0.0303887,-1:0:0,0.734217
compsva23,book,table,0.0226895,0.0303992,0.746385,0.0225958,0.0303887,-1:0:0,0.743557
compsva23,table,table,0.0303992,0.0303992,1,0.0303887,0.0303887,-1:0:0,1
compsva24,picture,picture,0.0296564,0.0296564,1,-0.0288961,-0.0288961,1:0:0,1
compsva24,bin,picture,0.00167104,0.0296564,0.0563467,-0.000948742,-0.0288961,1:0:0,0.0328329
compsva24,table,picture,5.90939E-05,0.0296564,0.00199262,1.78814E-07,-0.0288961,1:0:0,6.18818E-06
compsva24,picture,bin,0.00811876,0.010262,0.791146,0.00480472,-0.0101312,1:0:0,0.474252
compsva24,bin,bin,0.010262,0.010262,1,-0.0101312,-0.0101312,1:0:0,1
compsva24,table,bin,4.17902E-05,0.010262,0.00407231,4.47035E-08,-0.0101312,1:0:0,4.41248E-06
compsva24,picture,table,0.00685347,0.0327114,0.209514,-0.000719652,-0.0327096,1:0:0,0.0220013
compsva24,bin,table,0.00174731,0.0327114,0.0534161,0.000182182,-0.0327096,1:0:0,0.00556967
compsva24,table,table,0.0327114,0.0327114,1,-0.0327096,-0.0327096,1:0:0,1
compsva24,picture,picture,0.0228,0.0228,1,0.0217861,0.0217861,-1:0:0,1
compsva24,bin,picture,0.00188065,0.0228,0.0824849,1.19209E-07,0.0217861,-1:0:0,5.47181E-06
compsva24,table,picture,4.10319E-05,0.0228,0.00179965,3.21865E-06,0.0217861,-1:0:0,0.000147739
compsva24,picture,bin,0.00670745,0.0111655,0.600728,-0.000874192,0.0110776,-1:0:0,0.0789154
compsva24,bin,bin,0.0111655,0.0111655,1,0.0110776,0.0110776,-1:0:0,1
compsva24,table,bin,5.38435E-05,0.0111655,0.0048223,-2.23517E-07,0.0110776,-1:0:0,2.01775E-05
compsva24,picture,table,0.00657571,0.0322998,0.203584,0.000935778,0.0322884,-1:0:0,0.0289819
compsva24,bin,table,0.00171205,0.0322998,0.053005,0.000432357,0.0322884,-1:0:0,0.0133905
compsva24,table,table,0.0322998,0.0322998,1,0.0322884,0.0322884,-1:0:0,1
compsva25,picture,picture,0.00459262,0.00459262,1,-0.00186801,-0.00186801,1:0:0,1
compsva25,bin,picture,0.00156512,0.00459262,0.340791,-0.000223994,-0.00186801,1:0:0,0.119911
compsva25,table,picture,1.38458E-05,0.00459262,0.0030148,-6.15418E-06,-0.00186801,1:0:0,0.00329451
compsva25,picture,bin,0.0041429,0.00740794,0.559252,0.000352979,-0.0072673,1:0:0,0.0485708
compsva25,bin,bin,0.00740794,0.00740794,1,-0.0072673,-0.0072673,1:0:0,1
compsva25,table,bin,1.46234E-05,0.00740794,0.00197401,-7.00355E-06,-0.0072673,1:0:0,0.000963707
compsva25,picture,table,0.00421115,0.0327105,0.12874,0.000418484,-0.0327048,1:0:0,0.0127958
compsva25,bin,table,0.00145313,0.0327105,0.0444239,0.000161707,-0.0327048,1:0:0,0.00494445
compsva25,table,table,0.0327105,0.0327105,1,-0.0327048,-0.0327048,1:0:0,1
compsva25,picture,picture,0.0382154,0.0382154,1,0.0381617,0.0381617,-1:0:0,1
compsva25,bin,picture,0.00997625,0.0382154,0.261053,0.00884914,0.0381617,-1:0:0,0.231886
compsva25,table,picture,1.45384E-05,0.0382154,0.000380433,-6.85453E-06,0.0381617,-1:0:0,0.000179618
compsva25,picture,bin,0.00530274,0.00730825,0.725583,-0.00197232,0.00714791,-1:0:0,0.275929
compsva25,bin,bin,0.00730825,0.00730825,1,0.00714791,0.00714791,-1:0:0,1
compsva25,table,bin,3.22167E-05,0.00730825,0.00440827,-2.28882E-05,0.00714791,-1:0:0,0.00320208
compsva25,picture,table,0.0269838,0.0302066,0.893307,0.0269619,0.0302039,-1:0:0,0.892662
compsva25,bin,table,0.00661297,0.0302066,0.218925,0.00610507,0.0302039,-1:0:0,0.202128
compsva25,table,table,0.0302066,0.0302066,1,0.0302039,0.0302039,-1:0:0,1
compsva34,balloon,balloon,1.08,1.08,1,-1.08,-1.08,1:0:0,1
compsva34,bin,balloon,0.00164593,1.08,0.00152401,-9.28044E-05,-1.08,1:0:0,8.59301E-05
compsva34,table,balloon,1.46281E-05,1.08,1.35446E-05,-6.95884E-06,-1.08,1:0:0,6.44338E-06
compsva34,balloon,bin,0,0.00759563,0,0,-0.00742132,1:0:0,0
compsva34,bin,bin,0.00759563,0.00759563,1,-0.00742132,-0.00742132,1:0:0,1
compsva34,table,bin,1.37275E-05,0.00759563,0.00180729,-6.12438E-06,-0.00742132,1:0:0,0.000825242
compsva34,balloon,table,0,0.0330275,0,0,-0.033026,1:0:0,0
compsva34,bin,table,0.00164593,0.0330275,0.0498353,-9.28044E-05,-0.033026,1:0:0,0.00281004
compsva34,table,table,0.0330275,0.0330275,1,-0.033026,-0.033026,1:0:0,1
compsva34,balloon,balloon,1.02,1.02,1,1.02,1.02,-1:0:0,1
compsva34,bin,balloon,0.00164593,1.02,0.00161366,-9.28044E-05,1.02,-1:0:0,9.09848E-05
compsva34,table,balloon,1.46281E-05,1.02,1.43413E-05,-6.95884E-06,1.02,-1:0:0,6.8224E-06
compsva34,balloon,bin,0,0.00205353,0,0,4.17233E-06,-1:0:0,0
compsva34,bin,bin,0.00205353,0.00205353,1,4.17233E-06,4.17233E-06,-1:0:0,1
compsva34,table,bin,1.36772E-05,0.00205353,0.00666032,-6.10948E-06,4.17233E-06,-1:0:0,1
compsva34,balloon,table,0,0.0329826,0,0,0.0329766,-1:0:0,0
compsva34,bin,table,0.00163433,0.0329826,0.0495512,-0.000113905,0.0329766,-1:0:0,0.0034541
compsva34,table,table,0.0329826,0.0329826,1,0.0329766,0.0329766,-1:0:0,1
compsvi12,cup,cup,0.0049131,0.0049131,1,-0.00255784,-0.00255784,1:0:0,1
compsvi12,table,cup,2.3478E-05,0.0049131,0.00477865,1.05351E-05,-0.00255784,1:0:0,0.00411875
compsvi12,pencil,cup,0.0551987,0.0049131,11.235,-0.0273747,-0.00255784,1:0:0,1
compsvi12,cube,cup,0.0627834,0.0049131,12.7788,-0.0595782,-0.00255784,1:0:0,1
compsvi12,cup,table,0.0212212,0.0314659,0.674421,-0.0207912,-0.0314634,1:0:0,0.660807
compsvi12,table,table,0.0314659,0.0314659,1,-0.0314634,-0.0314634,1:0:0,1
compsvi12,pencil,table,0.023677,0.0314659,0.752465,-0.0121432,-0.0314634,1:0:0,0.385948
compsvi12,cube,table,0.0916538,0.0314659,2.9128,-0.0894957,-0.0314634,1:0:0,1
compsvi12,cup,pencil,0.00429753,0.0675432,0.0636265,-0.000822812,-0.0487727,1:0:0,0.0168704
compsvi12,table,pencil,2.29258E-05,0.0675432,0.000339424,9.59635E-06,-0.0487727,1:0:0,0.000196757
compsvi12,pencil,pencil,0.0675432,0.0675432,1,-0.0487727,-0.0487727,1:0:0,1
compsvi12,cube,pencil,0.0555873,0.0675432,0.82299,-0.0519379,-0.0487727,1:0:0,1
compsvi12,cup,cube,0.00432189,0.121762,0.0354946,-0.00094609,-0.12014,1:0:0,0.00787489
compsvi12,table,cube,2.33771E-05,0.121762,0.000191991,1.05798E-05,-0.12014,1:0:0,8.80624E-05
compsvi12,pencil,cube,0.0260465,0.121762,0.213913,0.00321396,-0.12014,1:0:0,0.0267518
compsvi12,cube,cube,0.121762,0.121762,1,-0.12014,-0.12014,1:0:0,1
compsvi12,cup,cup,0.00444348,0.00444348,1,0.00140929,0.00140929,-1:0:0,1
compsvi12,table,cup,2.298E-05,0.00444348,0.00517163,9.93908E-06,0.00140929,-1:0:0,0.00705253
compsvi12,pencil,cup,0.030307,0.00444348,6.82056,0.0162733,0.00140929,-1:0:0,1
compsvi12,cube,cup,0.0484188,0.00444348,10.8966,-0.0432978,0.00140929,-1:0:0,1
compsvi12,cup,table,0.0184337,0.0309661,0.595286,0.0179337,0.0309597,-1:0:0,0.579259
compsvi12,table,table,0.0309661,0.0309661,1,0.0309597,0.0309597,-1:0:0,1
compsvi12,pencil,table,0.0318583,0.0309661,1.02881,0.02367,0.0309597,-1:0:0,0.764545
compsvi12,cube,table,0.0141181,0.0309661,0.455921,0.0115387,0.0309597,-1:0:0,0.3727
compsvi12,cup,pencil,0.00422593,0.0176211,0.239823,-0.000950187,0.00564829,-1:0:0,0.168226
compsvi12,table,pencil,2.33009E-05,0.0176211,0.00132233,1.03563E-05,0.00564829,-1:0:0,0.00183353
compsvi12,pencil,pencil,0.0176211,0.0176211,1,0.00564829,0.00564829,-1:0:0,1
compsvi12,cube,pencil,0.00856027,0.0176211,0.485798,-0.00566793,0.00564829,-1:0:0,1
compsvi12,cup,cube,0.00574799,0.00667947,0.860546,0.0039486,-0.00023669,-1:0:0,1
compsvi12,table,cube,2.34218E-05,0.00667947,0.00350654,1.02222E-05,-0.00023669,-1:0:0,0.0431881
compsvi12,pencil,cube,0.0201275,0.00667947,3.01333,0.0113963,-0.00023669,-1:0:0,1
compsvi12,cube,cube,0.00667947,0.00667947,1,-0.00023669,-0.00023669,-1:0:0,1
compsvi13,table,table,0.0315276,0.0315276,1,-0.0315235,-0.0315235,1:0:0,1
compsvi13,pencil (1),table,0.0280999,0.0315276,0.891282,-0.0271547,-0.0315235,1:0:0,0.861412
compsvi13,pencil,table,0.0327599,0.0315276,1.03909,-0.0327021,-0.0315235,1:0:0,1
compsvi13,mug,table,0.0320881,0.0315276,1.01778,-0.0320356,-0.0315235,1:0:0,1
compsvi13,table,pencil (1),9.82483E-06,0.0257317,0.000381818,2.20537E-06,-0.0174513,1:0:0,0.000126373
compsvi13,pencil (1),pencil (1),0.0257317,0.0257317,1,-0.0174513,-0.0174513,1:0:0,1
compsvi13,pencil,pencil (1),0.000867286,0.0257317,0.033705,-0.000449002,-0.0174513,1:0:0,0.0257288
compsvi13,mug,pencil (1),0.000777653,0.0257317,0.0302216,-9.01818E-05,-0.0174513,1:0:0,0.00516762
compsvi13,table,pencil,9.62578E-06,0.00816297,0.0011792,2.11597E-06,-0.00715137,1:0:0,0.000295883
compsvi13,pencil (1),pencil,0.00529179,0.00816297,0.648268,0.00171503,-0.00715137,1:0:0,0.239819
compsvi13,pencil,pencil,0.00816297,0.00816297,1,-0.00715137,-0.00715137,1:0:0,1
