Scene,Figure,Ground,horizontal_distance_normalized,ground_lightsource,ground_container,support,location_control_x,location_control_z,ground_verticality,figure_volume,ground_volume,size_ratio,shortest_distance,shortest_distance_normalized,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_projection_overlap_proportion,location_control_-x,location_control_-z,horizontal_distance,f_covers_g,g_covers_f,figure_lightsource,figure_container
sv_modtypi2,ball (4),ball (3),0.004942364,0,0,0.7317191,0.9176933,0.1981088,0.0,0.0034032409999999996,0.001437514,2.367449,0.000142986,?,0.05436893,0.4291262,0.0,0.1985011,?,1.0,0.3446741,0.06919309,0.5772956,0.3711546,0,0
sv_modtypi2,ball (4),table,0.03590626,0,0,0.9999962,1.0,1.0,0.0,0.0034032409999999996,1.487727,0.002287543,0.0618186,?,0.0,1.0,0.0,0.0,?,0.6831394000000001,1.0,0.5026876,0.01201743,1.0,0,0
sv_modtypi2,ball (4),bowl,0.003288432,0,1,1.0,1.0,1.0,0.0,0.0034032409999999996,0.007899169000000001,0.4308353,0.001235522,?,0.1669903,0.4,0.0,0.549715,?,1.0,0.9317213,0.04603805,0.3218019,1.0,0,0
sv_modtypi2,ball (4),ball (2),0.004330862,0,0,0.03289048,1.0,0.028962400000000003,0.0,0.0034032409999999996,0.000350327,9.714469,1.2717e-05,?,0.03495146,0.5864078,0.0,0.0698282,?,1.0,0.04007223,0.06063207,0.678344,0.1766256,0,0
sv_modtypi2,ball (4),ball,0.00611577,0,0,0.0574429,0.7411369000000001,0.6715481,0.0,0.0034032409999999996,0.003053984,1.114361,0.0,?,0.05631068,0.0,0.02718447,0.2967295,?,1.0,0.10209700000000001,0.08562078,0.3859893,0.3780021,0,0
sv_modtypi2,ball (4),pear,0.004035292,0,0,0.01897733,0.17087979999999997,0.01850306,0.0,0.0034032409999999996,0.000700124,4.860915,0.0,?,0.1203884,0.0,0.784466,0.1172903,?,0.2827176,0.02234991,0.05649409,0.953939,0.3417006,0,0
sv_modtypi2,ball (1),ball (4),0.0062963690000000004,0,0,0.16495910000000003,1.0,0.9963648,0.0,0.003383374,0.0034032409999999996,0.9941626,0.0,?,0.06796116,0.0,0.0,0.2869282,?,1.0,1.0,0.08814917,0.3350266,0.3334957,0,0
sv_modtypi2,ball (1),ball (1),0.0,0,0,0.0,1.0,1.0,0.0,0.003383374,0.003383374,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypi2,ball (1),ball (3),0.003705276,0,0,0.0,0.8926103999999999,0.3756805,0.0,0.003383374,0.001437514,2.353629,0.0030626570000000003,?,0.04660194,0.6873786,0.0,0.1696398,?,1.0,0.1841412,0.05187387,0.6791319,0.434632,0,0
sv_modtypi2,ball (1),table,0.03078308,0,0,1.0,1.0,1.0,0.0,0.003383374,1.487727,0.00227419,0.08387363,?,0.0,1.0,0.0,0.0,?,0.5612651,1.0,0.4309632,0.01199538,1.0,0,0
sv_modtypi2,ball (1),bowl,0.003665614,0,1,1.0,1.0,1.0,0.0,0.003383374,0.007899169000000001,0.4283203,0.000495863,?,0.07378641,0.6601942,0.0,0.4053575,?,1.0,1.0,0.0513186,0.3232791,1.0,0,0
sv_modtypi2,ball (1),ball (2),0.002833741,0,0,0.0,1.0,0.4560635,0.0,0.003383374,0.000350327,9.657762,0.000801988,?,0.04271845,0.8291262,0.0,0.07725871,?,1.0,0.4067644,0.03967238,0.9979505,0.2586566,0,0
sv_modtypi2,ball (1),ball,0.006450266,0,0,0.0,0.9443879999999999,1.0,0.0,0.003383374,0.003053984,1.107856,0.00037431599999999997,?,0.05048544,0.0,0.0,0.3118021,?,1.0,1.0,0.09030372,0.3454317,0.336738,0,0
sv_modtypi2,ball (1),pear,0.004362073,0,0,0.0,0.1871608,0.3415687,0.0,0.003383374,0.000700124,4.83254,0.0,?,0.1941748,0.0,0.5300971,0.1398938,?,0.2651007,0.0121839,0.06106903,0.8064713,0.2875577,0,0
sv_modtypi2,ball (3),ball (4),0.004942364,0,0,0.1035763,0.7678685000000001,1.0,0.0,0.001437514,0.0034032409999999996,0.4223956,0.00011017299999999999,?,0.09902912,0.0,0.05825243,0.4699413,?,1.0,1.0,0.06919309,0.3711546,0.5772956,0,0
sv_modtypi2,ball (3),ball (1),0.003705276,0,0,0.001231854,0.7954203000000001,0.8239880999999999,0.0,0.001437514,0.003383374,0.4248758,0.00264708,?,0.07572816,0.0,0.3805825,0.3992693,?,0.7083669,1.0,0.05187387,0.434632,0.6791319,0,0
sv_modtypi2,ball (3),ball (3),0.0,0,0,0.0,1.0,1.0,0.0,0.001437514,0.001437514,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypi2,ball (3),table,0.03440562,0,0,0.9933318999999999,1.0,1.0,0.0,0.001437514,1.487727,0.0009662480000000001,0.02506167,?,0.0,1.0,0.0,0.0,?,0.5865116,1.0,0.4816787,0.007767252,1.0,0,0
sv_modtypi2,ball (3),bowl,0.001780905,0,1,1.0,1.0,1.0,0.0,0.001437514,0.007899169000000001,0.1819829,0.0,?,0.2194175,0.0,0.0,1.0,?,1.0,0.4201108,0.02493267,0.2068927,1.0,0,0
sv_modtypi2,ball (3),ball (2),0.004566382,0,0,0.00340723,1.0,0.5067695,0.0,0.001437514,0.000350327,4.103349,0.000286366,?,0.04660194,0.003883495,0.1650485,0.1160278,?,1.0,0.1186888,0.06392935,0.4761028,0.1928181,0,0
sv_modtypi2,ball (3),ball,0.002787294,0,0,0.0,0.7906776999999999,1.0,0.0,0.001437514,0.003053984,0.4707011,0.000760166,?,0.0776699,0.0,0.5029126,0.3923628,?,0.803772,0.9169163,0.03902212,0.5291629,0.806031,0,0
sv_modtypi2,ball (3),pear,0.001075535,0,0,0.001166028,0.13291270000000002,0.16038329999999998,0.0,0.001437514,0.000700124,2.053229,0.03807888,?,0.0,0.0,1.0,0.0,?,0.2139593,0.02793575,0.01505749,0.7766151,0.4464737,0,0
sv_modtypi2,table,ball (4),0.03590626,0,0,0.0004163789,0.0011498539999999999,0.006903925,0.0,1.487727,0.0034032409999999996,437.1502,0.2312008,?,0.0,0.0,1.0,0.0,?,0.00155512,0.01891623,0.5026876,1.0,0.01211748,0,0
sv_modtypi2,table,ball (1),0.03078308,0,0,0.0004180199,0.0009471475,0.004661378,0.0,1.487727,0.003383374,439.7171,0.1847685,?,0.0,0.0,1.0,0.0,?,0.001245428,0.008200999,0.4309632,1.0,0.01217174,0,0
sv_modtypi2,table,ball (3),0.03440562,0,0,0.0006331743,0.001123979,0.0029154520000000002,0.0,1.487727,0.001437514,1034.931,0.203593,?,0.0,0.0,1.0,0.0,?,0.004911177,0.0028188859999999996,0.4816787,1.0,0.007791286,0,0
sv_modtypi2,table,table,0.0,0,0,0.0,1.0,1.0,0.0,1.487727,1.487727,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypi2,table,bowl,0.0343351,0,1,0.0005564257,0.01731778,0.06049383,0.0,1.487727,0.007899169000000001,188.3397,0.1324241,?,0.0,0.0,0.8066038,1.8839e-05,?,0.09842845,0.02364721,0.4806914,1.0,0.03766065,0,0
sv_modtypi2,table,ball (2),0.03164964,0,0,0.001053205,0.001392346,0.003102079,0.0,1.487727,0.000350327,4246.683,0.1783991,?,0.0,0.0,1.0,0.0,?,0.0021026129999999997,0.007639419000000001,0.4430949,1.0,0.003155005,0,0
sv_modtypi2,table,ball,0.03695651,0,0,0.000453976,0.0010417360000000001,0.01020512,0.0,1.487727,0.003053984,487.1431,0.2598847,?,0.0,0.0,1.0,0.0,?,0.0013978270000000001,0.006296998000000001,0.5173911,1.0,0.01186481,0,0
sv_modtypi2,table,pear,0.03514489,0,0,0.0007263342,0.00020117060000000001,0.001117121,0.0,1.487727,0.000700124,2124.95,0.2323598,?,0.0,0.0,1.0,0.0,?,0.0003787505,9.113110999999999e-05,0.4920285,1.0,0.004338321,0,0
sv_modtypi2,bowl,ball (4),0.003288432,0,0,0.0,0.02959137,0.15323050000000002,0.0,0.007899169000000001,0.0034032409999999996,2.321073,0.00638967,?,0.01112778,0.0,0.3179545,0.2368366,?,0.008315058,0.8304651,0.04603805,1.0,0.3218019,0,1
sv_modtypi2,bowl,ball (1),0.003665614,0,0,0.0,0.05258129,0.19246110000000002,0.0,0.007899169000000001,0.003383374,2.334702,0.005698916,?,0.0052513130000000005,0.0,0.5383846,0.1736228,?,0.00930393,0.46782970000000007,0.0513186,1.0,0.3232791,0,1
sv_modtypi2,bowl,ball (3),0.001780905,0,0,0.0,0.02320429,0.05237493,0.0,0.007899169000000001,0.001437514,5.495021,0.0037055190000000004,?,0.03775944,0.03413353,0.06739185,0.1819829,?,0.20250929999999998,0.06065826,0.02493267,1.0,0.2068927,0,1
sv_modtypi2,bowl,table,0.0343351,0,0,0.9953568000000002,1.0,1.0,0.0,0.007899169000000001,1.487727,0.005309554,0.0,?,0.06739185,0.9912478,0.0,0.00354812,?,1.0,1.0,0.4806914,0.03766065,1.0,0,1
sv_modtypi2,bowl,bowl,0.0,0,1,0.0,1.0,1.0,0.0,0.007899169000000001,0.007899169000000001,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,1
sv_modtypi2,bowl,ball (2),0.003308123,0,0,0.0,0.08296764,0.09929551,0.0,0.007899169000000001,0.000350327,22.54799,0.006144328,?,0.01212803,0.1275319,0.3913478,0.04434985,?,0.004886323,0.07403292,0.04631373,1.0,0.08379002,0,1
sv_modtypi2,bowl,ball,0.003958339,0,0,0.0,0.00560454,1.0,0.0,0.007899169000000001,0.003053984,2.586513,0.005580452,?,0.004501125,0.0,0.6112778,0.1412206,?,0.01439425,0.6730451999999999,0.05541674,1.0,0.315143,0,1
sv_modtypi2,bowl,pear,0.001301031,0,0,0.0,0.009637274,0.05502117,0.0,0.007899169000000001,0.000700124,11.28254,0.05230805,?,0.0,0.0,1.0,0.0,?,0.003499006,0.02163225,0.01821443,1.0,0.1152249,0,1
sv_modtypi2,ball (2),ball (4),0.004330862,0,0,0.0,0.8165013000000001,0.5649611,0.0,0.000350327,0.0034032409999999996,0.1029392,0.0,?,0.1262136,0.0,0.0,0.678344,?,1.0,1.0,0.06063207,0.1766256,0.678344,0,0
sv_modtypi2,ball (2),ball (1),0.002833741,0,0,0.0,0.754355,1.0,0.0,0.000350327,0.003383374,0.1035437,0.000151125,?,0.1436893,0.0,0.2543689,0.7461461,?,0.5917127,0.755983,0.03967238,0.2586566,0.9979505,0,0
sv_modtypi2,ball (2),ball (3),0.004566382,0,0,0.6721284000000001,0.7729562,0.6147475,0.0,0.000350327,0.001437514,0.2437034,0.0,?,0.1126214,0.0,0.0,0.4761027,?,1.0,0.09461541,0.06392935,0.1928181,0.4761028,0,0
sv_modtypi2,ball (2),table,0.03164964,0,0,1.0,1.0,1.0,0.0,0.000350327,1.487727,0.00023547799999999998,0.04102892,?,0.0,1.0,0.0,0.0,?,0.6760074,1.0,0.4430949,0.003122471,1.0,0,0
sv_modtypi2,ball (2),bowl,0.003308123,0,1,1.0,1.0,1.0,0.0,0.000350327,0.007899169000000001,0.04434985,0.0012239969999999999,?,0.2291262,0.0,0.0,1.0,?,1.0,1.0,0.04631373,0.08379002,1.0,0,0
sv_modtypi2,ball (2),ball (2),0.0,0,0,0.0,1.0,1.0,0.0,0.000350327,0.000350327,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypi2,ball (2),ball,0.007188465,0,0,0.0,0.6957631,1.0,0.0,0.000350327,0.003053984,0.1147115,0.04887982,?,0.0,0.0,0.431068,0.1613735,?,0.802365,1.0,0.1006385,0.07402387,0.2784114,0,0
sv_modtypi2,ball (2),pear,0.004561859000000001,0,0,0.0,0.1422594,0.26880290000000007,0.0,0.000350327,0.000700124,0.5003788,0.05046731,?,0.0,0.0,1.0,0.0,?,0.19507270000000002,0.03075675,0.06386603,0.4467334,0.6345279,0,0
sv_modtypi2,ball,ball (4),0.00611577,0,0,0.2005308,1.0,1.0,0.0,0.003053984,0.0034032409999999996,0.8973753,0.0,?,0.07378641,0.0,0.0,0.3306638,?,1.0,0.7752809,0.08562078,0.3780021,0.3859893,0,0
sv_modtypi2,ball,ball (1),0.006450266,0,0,0.1814252,1.0,0.21119629999999998,0.0,0.003053984,0.003383374,0.9026445,0.0005901480000000001,?,0.06407767,0.0,0.0,0.3454317,?,1.0,0.05092075,0.09030372,0.336738,0.3454317,0,0
sv_modtypi2,ball,ball (3),0.002787294,0,0,0.06303605,0.8452094000000001,0.1687866,0.0,0.003053984,0.001437514,2.12449,0.001021465,?,0.04271845,0.7378641,0.0,0.1846856,?,1.0,0.12982539999999998,0.03902212,0.806031,0.5291629,0,0
sv_modtypi2,ball,table,0.03695651,0,0,0.9911042,1.0,0.7008153,0.0,0.003053984,1.487727,0.002052785,0.09008068,?,0.0,1.0,0.0,0.0,?,0.5278403,1.0,0.5173911,0.01166006,1.0,0,0
sv_modtypi2,ball,bowl,0.003958339,0,1,1.0,1.0,1.0,0.0,0.003053984,0.007899169000000001,0.3866209,0.00164236,?,0.07961165,0.7126213,0.0,0.3652689,?,1.0,0.8864508,0.05541674,0.315143,1.0,0,0
sv_modtypi2,ball,ball (2),0.007188465,0,0,0.199034,1.0,0.188415,0.0,0.003053984,0.000350327,8.717525,0.04904344,?,0.0,0.9048544,0.0,0.01851138,?,1.0,0.633794,0.1006385,0.2784114,0.07402387,0,0
sv_modtypi2,ball,ball,0.0,0,0,0.0,1.0,1.0,0.0,0.003053984,0.003053984,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypi2,ball,pear,0.002657881,0,0,0.0210892,0.183177,0.00453904,0.0,0.003053984,0.000700124,4.362065,0.0,?,0.1165049,0.0,0.4815534,0.1137858,?,0.2457759,0.02576895,0.03721033,0.6006368,0.219694,0,0
sv_modtypi2,pear,ball (4),0.004035292,0,0,1.0,1.0,1.0,0.0,0.000700124,0.0034032409999999996,0.2057226,0.0,?,0.05615293,0.2497013,0.0,0.570138,?,1.0,1.0,0.05649409,0.3417006,0.953939,0,0
sv_modtypi2,pear,ball (1),0.004362073,0,0,0.9857583000000001,0.8476344000000001,1.0,0.0,0.000700124,0.003383374,0.2069305,0.00113298,?,0.1182796,0.0,0.0,0.6760422,?,1.0,1.0,0.06106903,0.2875577,0.8064713,0,0
sv_modtypi2,pear,ball (3),0.001075535,0,0,0.2281563,1.0,1.0,0.0,0.000700124,0.001437514,0.4870378,0.05109992,?,0.0,1.0,0.0,0.0,?,1.0,1.0,0.01505749,0.4408803,0.8010888,0,0
sv_modtypi2,pear,table,0.03514489,0,0,1.0,1.0,1.0,0.0,0.000700124,1.487727,0.00047059900000000004,0.14369,?,0.0,1.0,0.0,0.0,?,0.6920274000000001,1.0,0.4920285,0.004184993,1.0,0,0
sv_modtypi2,pear,bowl,0.001301031,0,1,1.0,1.0,1.0,0.0,0.000700124,0.007899169000000001,0.08863255,0.06994735,?,0.0,1.0,0.0,0.0,?,1.0,0.7273114,0.01821443,0.112759,1.0,0,0
sv_modtypi2,pear,ball (2),0.004561859000000001,0,0,0.1196011,1.0,1.0,0.0,0.000700124,0.000350327,1.998486,0.05962595,?,0.0,1.0,0.0,0.0,?,1.0,0.9342315000000001,0.06386603,0.6023735,0.4614141,0,0
sv_modtypi2,pear,ball,0.002657881,0,0,1.0,0.7903944,1.0,0.0,0.000700124,0.003053984,0.2292492,0.0,?,0.05734767,0.004778972,0.0,0.4963409,?,1.0,1.0,0.03721033,0.219694,0.6006368,0,0
sv_modtypi2,pear,pear,0.0,0,0,0.0,1.0,1.0,0.0,0.000700124,0.000700124,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypi3,table,table,0.0,0,0,0.0,1.0,1.0,0.0,1.488086,1.488086,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypi3,table,box,0.1087618,0,1,0.0002115939,0.0005245912,0.001075973,0.0,1.488086,0.0976688,15.23604,0.008852899000000001,?,0.009433961999999999,0.7704403,0.2201258,0.06434555,?,0.0004234432,0.003230973,1.522665,0.9803715,0.1262531,0,0
sv_modtypi3,box,table,0.1087618,0,0,1.0,0.5584796,1.0,0.0,0.0976688,1.488086,0.06563384,0.0,?,0.1034483,0.0,0.0,0.9803715,?,0.7039887,1.0,1.522665,0.1262531,0.9803715,0,1
sv_modtypi3,box,box,0.0,0,1,0.0,1.0,1.0,0.0,0.0976688,0.0976688,1.0,0.0,?,0.6896552,0.0,0.02586207,1.0,?,1.0,1.0,0.0,1.0,1.0,0,1
sv_modtypi4,pencil,pencil,0.0,0,0,0.0,1.0,1.0,0.0,0.01095367,0.01095367,1.0,0.0,?,0.2575758,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypi4,pencil,mug,0.001074039,0,1,0.9311870999999999,1.0,0.9659181,0.0,0.01095367,0.007967979,1.374711,0.0,?,0.1363636,0.5909091,0.0,0.4929791,?,0.1835568,1.0,0.01503655,0.7077816,0.8545722,0,0
sv_modtypi4,pencil,table,0.01622068,0,0,0.9902986999999999,1.0,1.0,0.0,0.01095367,1.485918,0.007371651,0.01611298,?,0.0,1.0,0.0,0.0,?,0.5858773,1.0,0.2270895,0.01827181,1.0,0,0
sv_modtypi4,mug,pencil,0.001074039,0,0,0.0,0.01163234,0.0016081589999999998,0.0,0.007967979,0.01095367,0.7274255,0.002545765,?,0.01270392,0.0,0.1948716,0.677704,?,0.005590385,0.0002717644,0.01503655,0.8545722,0.7077816,0,1
sv_modtypi4,mug,mug,0.0,0,1,0.0,1.0,1.0,0.0,0.007967979,0.007967979,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,1
sv_modtypi4,mug,table,0.0164091,0,0,0.9998617,1.0,1.0,0.0,0.007967979,1.485918,0.005362326999999999,5.37e-07,?,0.1948716,0.9854679,0.0,2.101e-06,?,0.7229118,1.0,0.2297275,0.02211372,1.0,0,1
sv_modtypi4,table,pencil,0.01622068,0,0,0.00022871740000000003,0.002519701,0.001089739,0.0,1.485918,0.01095367,135.6548,0.1414937,?,0.0,0.0,1.0,0.0,?,0.0038909929999999997,0.0005233982,0.2270895,1.0,0.01831447,0,0
sv_modtypi4,table,mug,0.0164091,0,1,0.0003805305,0.0007390828,0.0040363840000000005,0.0,1.485918,0.007967979,186.4862,0.08377614,?,0.0,0.0,0.8066038,1.1000000000000001e-08,?,0.001815915,0.0012563989999999998,0.2297275,1.0,0.02211372,0,0
sv_modtypi4,table,table,0.0,0,0,0.0,1.0,1.0,0.0,1.485918,1.485918,1.0,0.0,?,1.0,0.0,0.004716980999999999,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypo1,spoon,spoon,0.0,0,1,0.0,1.0,1.0,0.0,0.0016179920000000002,0.0016179920000000002,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,1
sv_modtypo1,spoon,plate,0.01027977,0,0,1.0,1.0,0.8918502,0.0,0.0016179920000000002,0.00415008,0.3898701,0.000197351,?,0.2400686,0.5530152,0.0,0.2956324,?,0.9856708000000001,1.0,0.1439168,0.2482236,0.6143364,0,1
sv_modtypo1,spoon,table,0.002984379,0,0,1.0,0.01999002,1.0,0.0,0.0016179920000000002,1.487865,0.001087459,0.01537645,?,0.0,1.0,0.0,0.0,?,0.01592953,0.44486400000000004,0.04178131,0.03391519,1.0,0,1
sv_modtypo1,plate,spoon,0.01027977,0,1,0.11356369999999999,0.8880171999999998,0.8369565000000001,0.0,0.00415008,0.0016179920000000002,2.564957,0.000408675,?,0.01044386,0.0,0.3877285,0.1152582,?,1.0,0.6125689999999999,0.1439168,0.6143364,0.2482236,0,0
sv_modtypo1,plate,plate,0.0,0,0,0.0,1.0,1.0,0.0,0.00415008,0.00415008,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypo1,plate,table,0.01156551,0,0,1.0,0.01886275,1.0,0.0,0.00415008,1.487865,0.002789285,0.0,?,0.3038512,0.982376,0.0,6.1568e-05,?,0.01486633,0.45860509999999993,0.1619172,0.08428077,1.0,0,0
sv_modtypo1,table,spoon,0.002984379,0,1,0.0025523000000000004,0.06914746,0.09030101,0.0,1.487865,0.0016179920000000002,919.575,0.05573178,?,0.0,0.0,1.0,0.0,?,1.0,0.0801105,0.04178131,1.0,0.03405136,0,0
sv_modtypo1,table,plate,0.01156551,0,0,0.0024605210000000002,0.01116052,0.01655211,0.0,1.487865,0.00415008,358.5148,0.02358675,?,0.0,0.0,0.8066038,1.72e-07,?,0.008896684,0.1170431,0.1619172,1.0,0.08428077,0,0
sv_modtypo1,table,table,0.0,0,0,0.0,1.0,1.0,0.0,1.487865,1.487865,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypo2,pencil,pencil,0.0,0,0,0.0,1.0,1.0,0.0,0.004401968,0.004401968,1.0,0.0,?,0.2878788,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,0
sv_modtypo2,pencil,mug,0.005150239,0,1,0.0,0.05481635,0.11265730000000002,0.0,0.004401968,0.01087808,0.4046639,0.0438943,?,0.0,0.0,0.0,0.3825552,?,0.4916927,0.7062261,0.07210334,0.9318261,0.406756,0,0
sv_modtypo2,pencil,table,0.02028993,0,0,1.0,0.4340446,1.0,0.0,0.004401968,1.486769,0.002960762,0.0,?,0.3181818,0.8712121,0.0,0.1642075,?,1.0,1.0,0.284059,0.05953249,1.0,0,0
sv_modtypo2,mug,pencil,0.005150239,0,0,0.154659,0.00022449470000000002,0.18157579999999998,0.0,0.01087808,0.004401968,2.471186,4.359e-06,?,0.04022126,0.7401087,0.0,0.1548063,?,0.11123050000000001,0.1735328,0.07210334,0.406756,0.9318261,0,1
sv_modtypo2,mug,mug,0.0,0,1,0.0,1.0,1.0,0.0,0.01087808,0.01087808,1.0,0.0,?,1.0,0.0,0.0,1.0,?,1.0,1.0,0.0,1.0,1.0,0,1
sv_modtypo2,mug,table,0.01776047,0,0,1.0,0.49933420000000006,1.0,0.0,0.01087808,1.486769,0.007316594,0.000950158,?,0.04247141,1.0,0.0,0.01849623,?,1.0,1.0,0.2486466,0.02598682,1.0,0,1
sv_modtypo2,table,pencil,0.02028993,0,0,0.0017236629999999998,0.001248274,0.0009867288000000001,0.0,1.486769,0.004401968,337.7509,0.03586619,?,0.0,0.0,0.5613208,0.000486179,?,0.001249347,0.0008775999,0.284059,1.0,0.05953249,0,0
