scene,preposition,ground,f1,f2,weight,parity,weak,lhs,rhs
compsvi36,inside,mug,pencil,pear,2,False,False,"[1.1374475115454838, -0.4993979062073109, -0.4495031203312162, -0.9059561524155018, -0.6943065166862483, 1.8043674666534697, -0.4006176982175255, -0.4660016534436363, 0.20477636236937302, 0.7767120513239466]","[-0.6282480394372745, -0.602573893987224, -0.23216432722992095, -0.9059561524155018, -0.7313807699966368, -0.26483755419434696, -0.39920060445248806, -0.8970049061768655, -0.8307276324930779, 1.1099734573866893]"
compsvo27,inside,table,box,book,1,False,False,"[-0.6282480394372745, -0.45504723199747316, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 4.538752044159563, -0.39130507172881435, -0.7191915598978978, 1.5231088579503727, -0.805294103915682]","[1.6837178985981087, -0.602573893987224, 1.0581232569213144, 1.249149865608261, -0.7484621051199398, -0.3458062045047488, -0.3843038942719036, -0.803793644460718, 0.5074499100552726, 1.5070861385123828]"
compsvo78,inside,table,box (1),box,1,False,False,"[-0.6282480394372745, -0.28299185415744577, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, 2.7113395479302667, -0.3910193662775521, -0.7299453750747392, 0.6305957678458319, 0.8255726433597153]","[-0.6282480394372745, -0.5321416879105415, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.2996010320439984, -0.3788240362074308, -0.9091269109263813, -0.8478608909951604, 0.8564393928173526]"
compsvu15,inside,balloon,table,book,1,False,False,"[-0.6282480394372745, 1.0518123561030994, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.374577123126178, 1.4779347335894955, -0.6409667618288944, -0.8052897331786458]","[-0.6274330686697578, 0.6464938023285673, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, 1.3764467204801365, 1.4264882172899949, 1.5231088579503727, -0.805255454696186]"
compsva12,against,book,pear,box,1,False,False,"[1.6837178985981087, -0.602573893987224, 2.4845704466035174, 1.2428633263776436, -0.7484621051199398, 0.8867377279507779, -0.3987052496553391, -0.3276174737631435, 1.3267094437125526, -0.6759038050766987]","[1.6509878592065292, -0.5712252268324237, -0.4495031203312162, 1.2692212394067948, -0.7484621051199398, -0.34557358567295404, -0.3997373282396083, 1.062287941446371, 0.2808844582450832, 0.7294273141541625]"
compsva12,against,book,pear,table,1,False,False,"[1.6837178985981087, -0.602573893987224, 2.4845704466035174, 1.2428633263776436, -0.7484621051199398, 0.8867377279507779, -0.3987052496553391, -0.3276174737631435, 1.3267094437125526, -0.6759038050766987]","[-0.6282480394372745, -0.44680998891780904, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.35651210901705166, -0.3946916426754439, 1.4779347335894955, -0.7260425691786673, -0.8039198524168236]"
compsva23,against,book,box,balloon,1,False,False,"[1.6837178985981087, -0.5802597573252285, -0.3919965103872463, 1.1173234864958699, -0.7484621051199398, -0.31640877810193685, -0.3993863933848072, 0.9456654702243996, 0.20287669492993288, 1.576287047070345]","[-0.6282480394372745, 0.6636801276617424, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.37720599088483, 0.6328949887290373, -0.1561765256024808, -0.8053027946095308]"
compsva23,against,book,box,table,1,False,False,"[1.6837178985981087, -0.5802597573252285, -0.3919965103872463, 1.1173234864958699, -0.7484621051199398, -0.31640877810193685, -0.3993863933848072, 0.9456654702243996, 0.20287669492993288, 1.576287047070345]","[-0.6282480394372745, -0.4426857864510439, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.356254668012022, -0.39468834598898545, 1.4779347335894955, -0.7257420004279561, -0.8036539827100867]"
compsva24,against,bin,picture,table,1,False,False,"[1.6837178985981087, -0.2108593256751787, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, -0.38666351972995766, 1.4779347335894955, 0.3336526516819114, -0.1879105766459476]","[-0.6282480394372745, -0.387744065621221, -0.4495031203312162, 0.8026561066590434, -0.7484621051199398, -0.1790970453566087, -0.3917525637274314, 1.359682111006657, -0.7066944874972544, -0.7990253522920698]"
compsva34,against,bin,table,balloon,2,False,False,"[-0.6282480394372745, -0.37208029332549714, -0.4495031203312162, 0.8026561066590434, -0.7484621051199398, -0.1705665621578149, -0.3838272667926285, 1.4779347335894955, -0.6983210758734363, -0.14088258634233614]","[-0.6282480394372745, 1.1626961459572545, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3610562835640034, 1.4319374234290263, 0.417344062589931, -0.8053027946095308]"
compsvi12,against,cup,cube,pencil,1,False,False,"[0.28855026226437286, -0.602573893987224, 3.048815686243471, -0.9059561524155018, -0.7484621051199398, 1.9493280575188372, -0.40072889629991015, -0.5704806436752293, 0.2541665162068937, 1.8432595489531811]","[1.6837178985981087, -0.602573893987224, 2.412757657805914, 0.4045081785115099, -0.7484621051199398, 1.9900645039075768, -0.4015535290449964, 0.2737700639717257, 1.02542573859759, 1.2786349232808496]"
compsvi12,against,cup,cube,table,1,False,False,"[0.28855026226437286, -0.602573893987224, 3.048815686243471, -0.9059561524155018, -0.7484621051199398, 1.9493280575188372, -0.40072889629991015, -0.5704806436752293, 0.2541665162068937, 1.8432595489531811]","[-0.6282480394372745, -0.5299117194261036, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.40086257066693376, 1.4779347335894955, -0.845032142707118, -0.7598571204721695]"
compsvi12,against,table,cube,pencil,1,False,False,"[1.680237696271584, -0.5798809339657265, 1.2996562829561276, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, -0.39943293050237516, -0.9009515040548359, 1.5231088579503727, 1.4278986269958416]","[1.6184520249537448, -0.33342178373665343, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, -0.40132335284768794, -0.8805357191742579, 1.5231088579503727, 0.9237697475987677]"
compsvi12,against,table,cube,cup,1,False,False,"[1.680237696271584, -0.5798809339657265, 1.2996562829561276, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, -0.39943293050237516, -0.9009515040548359, 1.5231088579503727, 1.4278986269958416]","[1.6788126004673793, -0.5830572548103938, 0.024028543696596127, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, -0.40086257066693376, -0.8791779922875893, 1.5231088579503727, 0.8751344621401598]"
compsvi13,against,mug,pencil,table,2,False,False,"[1.1401631467363, -0.4971990209957124, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 1.8839843633217308, -0.4006232782465512, -0.44035663013718646, 0.2345791647177827, 0.7976064735740364]","[-0.6282480394372745, -0.5392507341598147, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570177612333655, -0.3973616932018456, 1.4779347335894955, -0.8399484570195036, -0.8045334452522412]"
compsvi13,against,mug,pencil,pencil (1),2,False,False,"[1.1401631467363, -0.4971990209957124, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, 1.8839843633217308, -0.4006232782465512, -0.44035663013718646, 0.2345791647177827, 0.7976064735740364]","[1.3323832315768749, -0.602573893987224, 1.9887187389596213, 0.4045081785115099, -0.7484621051199398, 2.6024360020260717, -0.40196233457552616, 0.3981407707431898, 1.5064904865778408, 1.8432595489531811]"
compsvi14a,against,bowl,cube,table,1,False,False,"[1.6837178985981087, -0.602573893987224, 2.1742359845997994, 0.20289826438651715, -0.7484621051199398, 2.0920581239121403, -0.4018285263497571, -0.44807070512914643, 1.5231088579503727, 1.082308431920464]","[-0.6282480394372745, -0.49261618644949345, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570323175499042, -0.4010707232286667, 1.4779347335894955, -0.8201269939507758, -0.8023973307237545]"
compsvi14a,against,bowl,cube,pear,1,False,False,"[1.6837178985981087, -0.602573893987224, 2.1742359845997994, 0.20289826438651715, -0.7484621051199398, 2.0920581239121403, -0.4018285263497571, -0.44807070512914643, 1.5231088579503727, 1.082308431920464]","[1.6837178985981087, -0.6000361548136733, 0.8127336842341327, 1.261410468894841, -0.7484621051199398, 0.6902591696422785, -0.4013988023480048, 0.15002141378638398, 0.9553426930384576, 1.484210770407266]"
compsvi15,against,box,jar,pencil,2,False,False,"[-0.6282283142710193, -0.6015652851419684, 1.205241556013006, -0.9059561524155018, -0.30167844692794665, 0.34900655028049604, -0.3903380455447842, -0.8140210765010307, -0.530058572239583, -0.30109739255194207]","[-0.6282480394372745, -0.602573893987224, 2.412757657805914, -0.9059561524155018, -0.7484621051199398, 1.9722149227559058, -0.38980941965862914, -0.8655263107378854, 0.2653819435612145, -0.13761440224089333]"
compsvi15,against,box,jar,table,2,False,False,"[-0.6282283142710193, -0.6015652851419684, 1.205241556013006, -0.9059561524155018, -0.30167844692794665, 0.34900655028049604, -0.3903380455447842, -0.8140210765010307, -0.530058572239583, -0.30109739255194207]","[-0.6282480394372745, -0.3329008093342945, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570416453888105, -0.39059051862651223, 1.4779347335894955, -0.6758102566336546, -0.8031501697379632]"
compsvi15,against,box,jar,pear,1,False,False,"[-0.6282283142710193, -0.6015652851419684, 1.205241556013006, -0.9059561524155018, -0.30167844692794665, 0.34900655028049604, -0.3903380455447842, -0.8140210765010307, -0.530058572239583, -0.30109739255194207]","[-0.3546770403316422, -0.602573893987224, 6.5471344928181585, -0.9059561524155018, -0.7484621051199398, 4.484547264095121, -0.3905531266794331, -0.05281274924775162, 1.5231088579503727, 1.782450875037032]"
compsvi15,against,box,pear,pencil,1,False,False,"[-0.3546770403316422, -0.602573893987224, 6.5471344928181585, -0.9059561524155018, -0.7484621051199398, 4.484547264095121, -0.3905531266794331, -0.05281274924775162, 1.5231088579503727, 1.782450875037032]","[-0.6282480394372745, -0.602573893987224, 2.412757657805914, -0.9059561524155018, -0.7484621051199398, 1.9722149227559058, -0.38980941965862914, -0.8655263107378854, 0.2653819435612145, -0.13761440224089333]"
compsvi15,against,box,pear,table,1,False,False,"[-0.3546770403316422, -0.602573893987224, 6.5471344928181585, -0.9059561524155018, -0.7484621051199398, 4.484547264095121, -0.3905531266794331, -0.05281274924775162, 1.5231088579503727, 1.782450875037032]","[-0.6282480394372745, -0.3329008093342945, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570416453888105, -0.39059051862651223, 1.4779347335894955, -0.6758102566336546, -0.8031501697379632]"
compsvi16,against,bowl,pear,table,2,False,False,"[-0.6282480394372745, -0.602573893987224, 0.001892861481618648, -0.03688995085073594, -0.7399214387497114, -0.036945906792150686, -0.39928500552593466, -0.8535032277964343, -0.635617031531076, 1.3286033625950897]","[-0.6282480394372745, -0.547616997723536, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570204456715259, -0.3997411651548879, 1.4779347335894955, -0.8247722542432357, -0.804176372764702]"
compsvi16,against,bowl,pear,pencil,2,False,False,"[-0.6282480394372745, -0.602573893987224, 0.001892861481618648, -0.03688995085073594, -0.7399214387497114, -0.036945906792150686, -0.39928500552593466, -0.8535032277964343, -0.635617031531076, 1.3286033625950897]","[1.6837178985981087, -0.602573893987224, 1.140641600930798, 0.4045081785115099, -0.7484621051199398, 1.404211572196866, -0.40095943166641446, 0.1249196150102115, 0.8150528044462415, 1.5380612075484656]"
compsvi23,against,table,box,box (1),3,False,False,"[1.6837178985981087, -0.602573893987224, 0.5281090668036933, -0.9059561524155018, -0.7484621051199398, 4.538752044159563, -0.38864969035088215, -0.7964364397967181, 1.5231088579503727, 1.727633845068549]","[-0.6282480394372745, -0.3959606841730068, -0.4495031203312162, -0.9059561524155018, -0.6252114358610876, 4.538744700466174, -0.3923947003547098, -0.7191271087201191, 1.5231088579503727, -0.8041443245591213]"
compsvi24,against,cup,cube,table,1,False,False,"[-0.0018490745110315144, -0.5992838364883207, 1.2996562829561276, -0.9059561524155018, -0.4506063329919444, 1.858821442713584, -0.4007160725952193, -0.5623750361392391, 0.21251010572758927, 1.8432595489531811]","[-0.6282480394372745, -0.5497743409173341, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.40079156450257675, 1.4779347335894955, -0.8455874079662542, -0.7382870490412398]"
compsvi24,against,cup,cube,pencil,1,False,False,"[-0.0018490745110315144, -0.5992838364883207, 1.2996562829561276, -0.9059561524155018, -0.4506063329919444, 1.858821442713584, -0.4007160725952193, -0.5623750361392391, 0.21251010572758927, 1.8432595489531811]","[1.6837178985981087, -0.5773736827661422, 0.0805452133779567, 0.7405245542059091, -0.7484621051199398, -0.33551577091467577, -0.4015334819462685, 0.9899836575953708, 0.10716013481761615, 1.8432595489531811]"
compsvi24a,against,cup,cube,pear,1,False,False,"[0.3039003289133649, -0.599122666349585, 3.923395387887143, -0.9059561524155018, -0.7484621051199398, 2.533492918909162, -0.40088480357203554, -0.6306029860479994, 0.5404352191710695, 1.7367123222135787]","[1.658870738268855, -0.602573893987224, 0.46164800611638757, 0.8851681815221152, -0.7484621051199398, 0.350671120782037, -0.39904518449257237, 1.4779347335894955, 0.0783016480844676, 1.6362084526014005]"
compsvi24a,against,cup,cube,table,1,False,False,"[0.3039003289133649, -0.599122666349585, 3.923395387887143, -0.9059561524155018, -0.7484621051199398, 2.533492918909162, -0.40088480357203554, -0.6306029860479994, 0.5404352191710695, 1.7367123222135787]","[-0.6282480394372745, -0.5498372105719178, -0.4495031203312162, -0.9059561524155018, 1.6343840719040235, -0.3570435486078057, -0.40053696350930423, 1.4779347335894955, -0.8455286041661271, -0.7201865047589698]"
compsvi26,against,cup,cube,table,3,False,False,"[0.021745000279807237, -0.5950595845540027, 1.2996562829561276, -0.9059561524155018, -0.4506063329919444, 1.8151994144024677, -0.4007037374933873, -0.5504498960550499, 0.19786337707005125, 1.609095450960642]","[-0.6282480394372745, -0.5499039180292744, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570434309565501, -0.4007382723122024, 1.4779347335894955, -0.8455949653701873, -0.783995601334171]"
compsvi26,against,cup,cube,pencil,3,False,False,"[0.021745000279807237, -0.5950595845540027, 1.2996562829561276, -0.9059561524155018, -0.4506063329919444, 1.8151994144024677, -0.4007037374933873, -0.5504498960550499, 0.19786337707005125, 1.609095450960642]","[-0.6282480394372745, -0.0938157158896292, -0.4495031203312162, -0.9059561524155018, -0.3332692684044596, -0.3570435486078057, -0.39689000706468947, -0.910915443531762, -0.8760669938306926, -0.7640153224312747]"
compsvi26a,against,lamp,pencil,bowl,3,False,False,"[0.2760862226958302, -0.602573893987224, 1.140641600930798, -0.9059561524155018, -0.7484621051199398, 3.1695669218104805, -0.1105876859253011, -0.4095177687756396, 0.8521421437740951, 0.07901952837517426]","[-0.6282480394372745, 0.7087098585927339, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, -0.3570435486078057, -0.12269231471077419, -0.910915443531762, -0.8760669938306926, -0.8049314724261919]"
compsvi26a,against,lamp,pencil,table,3,False,False,"[0.2760862226958302, -0.602573893987224, 1.140641600930798, -0.9059561524155018, -0.7484621051199398, 3.1695669218104805, -0.1105876859253011, -0.4095177687756396, 0.8521421437740951, 0.07901952837517426]","[-0.6282480394372745, 0.02693708633154224, -0.4495031203312162, -0.9059561524155018, -0.2014566515761718, -0.3328079259554986, -0.12346817917482307, 1.4779347335894955, -0.7146486431409738, -0.8052166752197318]"
compsvi3,against,mug,pencil,table,3,False,False,"[1.1372995457254493, -0.4993979062073109, -0.4495031203312162, -0.9059561524155018, -0.6943065166862483, 1.8044619555084103, -0.4006176982175255, -0.4660006979035654, 0.20477252368801033, 0.777097086074642]","[-0.6282480394372745, -0.5410823328571932, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570417449903448, -0.3973835918288406, 1.4779347335894955, -0.8412654846033387, -0.8034636797315002]"
compsvi3,against,mug,pear,table,2,False,False,"[-0.6282480394372745, -0.602573893987224, -0.23216432722992095, -0.9059561524155018, -0.7313807699966368, -0.26148853626115853, -0.39920060629627246, -0.8964999462487252, -0.8290820617680997, 1.1099734573866893]","[-0.6282480394372745, -0.5410823328571932, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570417449903448, -0.3973835918288406, 1.4779347335894955, -0.8412654846033387, -0.8034636797315002]"
