Annotation ID,Clean User ID,Task,Scene,Preposition,Prepositions,Figure,Ground,Time
71a98a9b-6ae7-4637-a9e1-6704b17fde23,6,comp,compsvo67,on top of,,none,table,20190619-160650
3e5ea713-7c5f-43f5-8a3b-5e27d0896e05,6,comp,compsvo67,below,,box,table,20190619-160653
2a92e439-02f4-4ffe-9c45-b2cf9d0d6f01,6,comp,compsvo67,in,,none,table,20190619-160654
5c7f21a4-d407-472a-9761-33fc3a2198a7,9,sv,compsvi26a,,against;on;on top of;,pencil,lamp,20190621-060618
a873d059-afc7-4104-baac-dea6a3e2e4e8,9,sv,compsvi26a,,none;,bowl,lamp,20190621-060629
c3442b74-b2d2-4eb4-ae88-79b7314e4839,9,sv,compsvul,,against;on;on top of;,pencil,lamp,20190621-060641
3d03b4b4-c91b-4b3b-8e8c-9ff5ad4c42bb,9,sv,compsvul,,under;,bowl,lamp,20190621-060651
baaafaab-d5c7-494c-a00e-e16b30be02a6,9,sv,compsvo29,,below;,box,table,20190621-060619
202e4116-a44e-460c-9516-d90336d5cff7,9,sv,compsvo29,,on;on top of;,book,table,20190621-060627
5099d84d-2d0d-4c13-a55b-b10145e16187,9,sv,compsvi24,,against;,cube,cup,20190621-060641
1471a541-abec-4993-b7c2-5784182d78f2,9,sv,compsvi24,,on;,pencil,cup,20190621-060653
7222b372-4d9a-4e46-990e-57b37960e5fd,9,sv,compsvo16,,on;on top of;,book,table,20190621-060604
75fc9a48-38bf-4e78-8f3f-2141b65a52c6,9,sv,compsvo16,,above;,balloon,table,20190621-060624
640d1fa8-180b-4e62-8e80-075e5b51db59,9,sv,compsvi13,,in;inside;,pencil (1),mug,20190621-060635
80cbd119-10eb-43d8-9778-d3821cc7ec4b,9,sv,compsvi13,,against;,pencil,mug,20190621-060646
a32c4f65-1837-4731-8548-4e4a416cfdbf,9,sv,compsvu67a,,below;,box,balloon,20190621-060659
8921c761-37a8-46d6-9127-3d807a725894,9,sv,compsvu67a,,below;,table,balloon,20190621-060607
b3ca1d17-441c-4e2e-9e74-26dd97370d45,9,sv,compsva34,,above;,balloon,bin,20190621-060626
1ee8a1cb-526c-4274-8cbf-57b865775522,9,sv,compsva34,,over;,table,bin,20190621-060635
737920b4-319e-40b8-85fc-dbd93a9366ec,9,sv,compsvo79,,none;,box,table,20190621-060648
138e6e98-0046-43e1-a706-d9bd7b27193b,9,sv,compsvo79,,under;below;,box (1),table,20190621-060653
2be4dedd-8e7a-4062-a89c-f726ff186145,9,sv,compsvo19,,below;,box,table,20190621-060601
4e7f71d5-8e28-4ba7-95cf-33eda9556000,9,sv,compsvo19,,on;on top of;,book,table,20190621-060606
27f34990-0d6b-4b21-a768-779289853150,9,comp,compsvo12,in,,none,table,20190621-060635
a2112bfe-1bf7-4f42-ab8c-215aedcc33e5,9,comp,compsvo12,inside,,none,table,20190621-060641
186f23c9-58d6-4fc1-8eb9-2f6203d748af,9,comp,compsvo12,against,,none,table,20190621-060642
39d1c8f8-5f0b-43da-929c-f6f9815a8b9b,9,comp,compsvo12,below,,box,table,20190621-060646
87581053-fc70-4055-832d-e3fb33eeafb5,9,comp,compsvo12,on top of,,book (1),table,20190621-060651
feb26bf5-9630-4d56-a164-91fd6a20c45e,9,comp,compsvul,on,,pencil,lamp,20190621-060657
821497be-33d9-4f92-ba74-754346275080,9,comp,compsvul,on top of,,pencil,lamp,20190621-060601
229bec9f-064b-46c1-b14a-21eaf54c4f68,9,comp,compsvul,above,,none,lamp,20190621-060610
b0e69ca6-ce0f-4f3c-a71d-d73e5100a32d,9,comp,compsvul,under,,bowl,lamp,20190621-060612
ffed18ee-fbc3-4421-8199-1fe3198bfe82,9,comp,compsvul,against,,pencil,lamp,20190621-060615
731e9f39-ea2b-4e89-9a1d-b0349bedcf02,9,comp,compsvi3,on,,pencil,mug,20190621-060621
c4c7f5a8-cf73-42b9-aa12-5c8b684e19fc,9,comp,compsvi3,against,,pear,mug,20190621-060629
ac7713f9-285a-465b-b89f-ba114eed8888,9,comp,compsvi3,in,,none,mug,20190621-060633
a554af77-5664-4b1f-a561-1edc8a611e79,9,comp,compsvi3,above,,none,mug,20190621-060635
806d7175-0ddc-4820-89bc-954b87a8e127,9,comp,compsvi3,inside,,none,mug,20190621-060637
7cd89797-514e-4092-bafe-8ee497b1f771,9,comp,compsvi23,below,,box (1),table,20190621-060644
5f27396f-19c0-47bc-a7e3-119b3787578b,9,comp,compsvi23,under,,box (1),table,20190621-060653
8e519db2-9354-4742-b6b6-e55f9d8cdc67,9,comp,compsvi23,on top of,,none,table,20190621-060657
b6a63a9d-b847-415f-86e8-35214a83e97b,9,comp,compsvi23,over,,none,table,20190621-060659
e0027ad8-b411-4a11-8487-f3486f4ad74c,9,comp,compsvi23,against,,box,table,20190621-060602
3d1dee01-6e95-421e-a95a-3fec53596e26,9,comp,compsvo17,on,,book,table,20190621-060606
93a1890c-56cc-4951-abfd-2f232c449cb2,9,comp,compsvo17,in,,none,table,20190621-060610
d4e34195-527f-4a0d-8fe6-bb19a0d7c56c,9,comp,compsvo17,on top of,,book,table,20190621-060612
cfab6c29-e9e0-4ca5-871d-7338716bfaca,9,comp,compsvo17,over,,none,table,20190621-060617
32447f4f-ed7d-4e5c-926e-a2a4dd30edcf,9,comp,compsvo17,below,,box,table,20190621-060619
333963ce-2c3a-4a2f-b064-cca1b8ca137c,9,comp,compsvo14v,under,,table,board,20190621-060627
6f739315-1372-439d-bd2f-08cd4e988f8a,9,comp,compsvo14v,in,,none,board,20190621-060636
e68c6801-5a64-432e-980e-38239116c7c9,9,comp,compsvo14v,below,,jar,board,20190621-060646
7dfc476d-6781-4a5a-8f45-8fde1638e051,9,comp,compsvo14v,against,,none,board,20190621-060656
68ea7484-87ce-4084-b702-0a4d2fe5cdd8,9,comp,compsvo14v,inside,,none,board,20190621-060657
06037e93-cd0e-4e90-88bc-754dcd8feea4,9,comp,compsva34,against,,table,bin,20190621-060603
71f5556f-c305-4e0b-a4c4-eafdfc87412c,9,comp,compsva34,inside,,none,bin,20190621-060606
4f14031f-d386-4664-b324-2e80064fa748,9,comp,compsva34,on top of,,none,bin,20190621-060608
8332213d-e5a8-4486-836d-47ed2e59aca4,9,comp,compsva34,over,,table,bin,20190621-060611
53e5dbfd-5ec5-4846-a5cd-d8d267645d35,9,comp,compsva34,under,,none,bin,20190621-060613
b0a2a16c-3181-4a76-8f5d-8b32bfefd8b9,9,comp,compsvu25,on top of,,book (1),book,20190621-060618
8ce23804-868c-4cdb-931f-2bb0e6ade4e1,9,comp,compsvu25,inside,,none,book,20190621-060621
2f57af89-557f-4662-8140-ec92ca1341d6,9,comp,compsvu25,against,,cube,book,20190621-060626
65c0a20a-e4be-48e7-ab9c-5d4d25cdbf13,9,comp,compsvu25,under,,cube,book,20190621-060628
7f211412-ebaa-46a3-9df4-212dcf742c27,9,comp,compsvu25,over,,book (1),book,20190621-060631
32ddab75-6b04-4d3c-aee8-18a602ee3f04,9,comp,compsvo18,over,,none,table,20190621-060635
f7ea85a5-5f25-47c5-9c64-50291cd3d6bc,9,comp,compsvo18,on,,book,table,20190621-060638
56d11cda-a6b5-4c2c-819e-3033b6af82a6,9,comp,compsvo18,in,,none,table,20190621-060640
7e103d8c-0c81-473c-b6e2-22764f450a90,9,comp,compsvo18,above,,none,table,20190621-060641
b4dffaf7-3beb-4464-9ae6-7b242d3d88f7,9,comp,compsvo18,under,,none,table,20190621-060644
b9e11fa4-c28a-4aab-b1f7-6cea9bcbcced,9,comp,compsvu15,against,,none,balloon,20190621-060648
8c4903ed-ff51-4649-b5d5-1a0229a94246,9,comp,compsvu15,under,,book,balloon,20190621-060650
ac71e291-84b0-4308-8c07-ff399fc103fe,9,comp,compsvu15,over,,none,balloon,20190621-060652
fbab6c6f-6c8f-40b3-8f14-a5d5eaa5eb8d,9,comp,compsvu15,below,,book,balloon,20190621-060658
a52a90a6-56c1-4cd7-8dca-02a48064220c,9,comp,compsvu15,inside,,none,balloon,20190621-060600
b160e32a-1dd5-40e1-8189-b331d8bd8c6b,10,sv,compsvu56,,over;above;,box,balloon,20190621-080609
9a834d7c-78a3-4b0b-a174-f5c662c74d70,10,sv,compsvu56,,against;,table,balloon,20190621-080658
f0403221-ad73-4750-8fb2-8bcca24fd64a,10,sv,compsvi14,,in;,ball,bowl,20190621-080611
0f4d4bfa-8549-48b3-b553-2c69b1804571,10,sv,compsvi14,,on;on top of;,pencil,bowl,20190621-080620
c878886b-c066-4509-af95-9c5042c262b7,10,sv,compsvo16a,,on;on top of;,book,table,20190621-080630
971fe882-9033-44de-95f8-1aa6d062de2d,10,sv,compsvo16a,,against;above;,balloon,table,20190621-080648
c3b981c3-6392-4206-ab6c-3a9f0e46bec7,10,sv,compsvi15,,none;,pencil,box,20190621-080600
2466fe71-abf0-4034-a816-d28bd8df7a0f,10,sv,compsvi15,,in;inside;,pear,box,20190621-080607
7d8996c2-77b0-43d2-b171-4cf221fad4c8,11,sv,compsvo79,,under;below;,box,table,20190621-080629
2580b973-c858-4f40-8798-be3ad824dc0f,11,sv,compsvo79,,under;below;,box (1),table,20190621-080654
07c3c119-2c35-4cf0-817d-0ca3c0ccc908,10,sv,compsvu53,,under;below;,box,book,20190621-080608
faa89aab-269f-432f-bab1-551a5c44f131,10,sv,compsvu53,,under;,table,book,20190621-080615
4d5caa9f-a6b2-4dc8-81f9-62bd1aa1092f,11,sv,compsvul,,on;on top of;,pencil,lamp,20190621-080619
8c14721e-70d6-413e-9f87-beab494e37cd,10,sv,compsvu23,,under;,box,book,20190621-080633
f5cdda98-0543-4663-8388-8b6804a4542e,11,sv,compsvul,,under;,bowl,lamp,20190621-080635
8f856bee-5f3e-4cb1-b302-b83431ddbf49,10,sv,compsvu23,,none;,pear,book,20190621-080640
4852f699-5b56-499a-b33a-08d2b1e6a345,10,sv,compsvul,,on;,pencil,lamp,20190621-080651
32af12e9-c43a-4f5a-96d2-5cdfe7c6c122,10,sv,compsvul,,under;,bowl,lamp,20190621-080655
03aeaf08-0723-4a89-a511-adf22b806237,10,sv,compsva34,,over;,balloon,bin,20190621-080606
2dedf0f3-5070-48b1-a5c0-b60b99235b32,11,sv,compsvo67,,under;below;,box,table,20190621-080641
3600101e-7c08-4702-a190-274a4744bee7,11,sv,compsvo67,,over;above;,balloon,table,20190621-080650
a394e95c-0b1b-44d0-8cd5-19d6658c42a1,11,sv,compsvu53,,below;,box,book,20190621-080607
d04deb5f-2eab-4d1f-9305-dff8d6a57c97,12,sv,compsva25,,on;on top of;,picture,bin,20190621-080617
8cbe6cdf-cc2d-4796-a572-7a98eedb2335,11,sv,compsvu53,,under;below;,table,book,20190621-080618
029fb5ec-770e-430c-bc34-df06af8cf1e1,11,sv,compsvu34,,under;below;,picture,book (1),20190621-080629
bd93d9b2-c27a-4dc5-99bd-7844700aa059,14,sv,compsva23,,on;on top of;,box,book,20190621-080649
5f26811f-3e66-4514-9e47-98e5fcb5bca6,14,sv,compsvo24v,,none;,jar,board,20190621-080601
2f6aef07-a59b-4455-b464-f61dd9bf7b28,14,sv,compsvo24v,,on;,clock,board,20190621-080612
8f21e7ce-2140-4e3a-adc0-e8df22785899,14,sv,compsvu25,,against;on;,book (1),book,20190621-080627
4a8150de-57ec-49af-b733-856a92527d4d,12,sv,compsva25,,above;,table,bin,20190621-080634
23432558-b85f-4d5c-9079-d277e541b4a1,14,sv,compsvu25,,under;,cube,book,20190621-080634
7ef14586-82ca-4b07-82ff-8059f1983011,14,sv,compsvu25,,under;,table,book,20190621-080643
bb8f0167-751c-4d3b-84dc-a26eaca18190,12,sv,compsva12,,on;on top of;,box,book,20190621-080652
8d605579-d02b-444d-8471-66eda2900a08,12,sv,compsva12,,on;,pear,book,20190621-080602
50870f0f-fa64-4227-b130-202c6a6276ef,14,sv,compsva34,,over;on top of;above;,table,bin,20190621-080618
a68689f5-450a-4e2d-b2b2-1b06cb0650e1,14,sv,compsvo29,,none;,box,table,20190621-080631
68640589-2db8-4cb6-bdeb-1022175dee39,14,sv,compsvo29,,on;on top of;,book,table,20190621-080637
979ed1c1-6479-4c29-9295-d2f70ed85721,12,sv,compsvi16,,none;,pear,bowl,20190621-080638
a528dd03-084d-4905-abd7-96d83917518a,12,sv,compsvi16,,in;inside;,pencil,bowl,20190621-080648
9ea24ad9-03a7-4e2a-8d56-411b7b2ef55f,14,sv,compsvu16,,below;,book,balloon,20190621-080652
e54f0892-a6fd-4a2f-9c1f-3619614b3878,11,sv,compsvu34,,under;below;,table,book (1),20190621-080655
5f97207d-d482-4bdd-a61e-6319b7c2e878,14,sv,compsvu16,,under;below;,table,balloon,20190621-080657
4aa4e216-7973-42fa-b90f-d13af81ad66a,14,sv,compsva24,,on;on top of;,picture,bin,20190621-080606
c098f854-7f16-4c85-8857-07fee8183343,14,sv,compsva24,,over;above;,table,bin,20190621-080611
0f162c80-c257-4c6a-a21c-bf4e0fd467da,11,sv,compsvo17,,under;below;,box,table,20190621-080614
cbcd283c-c7ec-4e09-be60-a170ac815026,12,sv,compsvi36,,against;,pencil,mug,20190621-080615
a6175506-081e-4cdf-8687-0df3bac26570,11,sv,compsvo17,,on;on top of;,book,table,20190621-080622
e794e2c5-84f2-4acd-8a07-8e468038d5fc,14,sv,compsvo24,,on;,pear,table,20190621-080622
65f1b501-7c38-43d5-a907-fba3e798ad7d,12,sv,compsvi36,,against;,pear,mug,20190621-080625
33d69045-ee60-4163-8201-3a285fbb756b,14,sv,compsvo24,,on;on top of;,book,table,20190621-080628
4f6aed10-5161-418d-8464-8de1275a1bb4,14,sv,compsvo14a,,on;on top of;,box,table,20190621-080633
5fd3f358-9c9e-4573-9f11-00292ee275ee,14,sv,compsvo14a,,on;,book,table,20190621-080636
b67dcd43-f339-41df-a7db-be716afe821e,12,sv,compsva15,,over;above;,balloon,book,20190621-080645
53edbf7c-2a93-48c5-9143-9f43b3c42e1d,14,sv,compsvi16,,none;,pear,bowl,20190621-080644
7a5f9135-faf2-4576-a4b2-0c58afe8b471,14,sv,compsvi16,,in;inside;,pencil,bowl,20190621-080649
c1089424-88e4-41b1-8449-90383b552dc2,12,sv,compsva15,,on;on top of;,pear,book,20190621-080606
4b493af8-6b4f-4e78-a831-e6b5531d7c7b,14,comp,compsva12,on,,pear,book,20190621-080626
03d90d19-8f63-41d3-944e-53622d79c4d3,14,comp,compsva12,inside,,none,book,20190621-080630
a92373a0-94bd-442f-9ae6-47ee64d41b0d,14,comp,compsva12,against,,none,book,20190621-080632
10b7ee6b-abb2-4053-9954-f7bc80c5d845,14,comp,compsva12,under,,table,book,20190621-080635
5be0d2ab-8ac1-4247-af5b-427d74acdac6,14,comp,compsva12,above,,pear,book,20190621-080640
41c23b9e-87ae-40c8-9372-991d0ea9b36a,14,comp,compsvo29,against,,none,table,20190621-080645
e0dd0f5e-ebe5-490b-9189-6ab966f52405,14,comp,compsvo29,inside,,none,table,20190621-080646
651ddc46-ad0d-449a-9df7-e71c5643b15f,14,comp,compsvo29,under,,none,table,20190621-080648
4e615024-b109-47e9-bbd5-b0ade5722c07,14,comp,compsvo29,in,,none,table,20190621-080649
2a3bd2dc-148f-4f9b-a85b-bb333326d8f4,14,comp,compsvo29,on,,book,table,20190621-080651
499a1c94-56cd-49b1-a236-6f11a0f3eb1c,12,sv,compsvi25,,none;,pencil,box,20190621-080653
5dd95a8c-f8dd-4943-b6b3-0a356fb52ad4,14,comp,compsvu53,in,,none,book,20190621-080654
d14bbf74-8003-4ef2-a8c2-d96e80261f47,10,sv,compsva34,,over;above;,table,bin,20190621-080657
3ad14bf0-d49a-4d65-a985-5ce7657dae6f,14,comp,compsvu53,under,,box,book,20190621-080659
fea08e0d-e34d-47df-bf94-45d1f75ab40b,12,sv,compsvi25,,on;,pencil (1),box,20190621-080602
e8fc98c6-8761-4b5e-bca6-16edc77eeadb,14,comp,compsvu53,below,,box,book,20190621-080604
46b7a73b-3740-45b1-bea1-ab6d3e699ae9,14,comp,compsvu53,against,,none,book,20190621-080605
b70f4d57-8920-4166-8f33-ef23b1f3fad1,10,sv,compsvu25,,against;,book (1),book,20190621-080606
c3aee444-d957-40f6-a272-56725d92ae0c,14,comp,compsvu53,on,,none,book,20190621-080607
a19076ea-46ce-4598-b033-e4aae5953ee5,14,comp,compsvo27,below,,box,table,20190621-080610
bd2865df-0bfe-4d1d-875c-68ab27a44947,10,sv,compsvu25,,under;,cube,book,20190621-080611
bb58b4d7-7e16-4b83-b04b-ec743149f113,14,comp,compsvo27,above,,book,table,20190621-080613
e36853b1-5846-43a9-8998-07c5f346b5c4,14,comp,compsvo27,on,,book,table,20190621-080614
d2aed31d-594e-42e6-814c-e2333d8f66c9,14,comp,compsvo27,in,,none,table,20190621-080616
c6461cd9-3e8b-4da2-bc78-d52c0b318e36,14,comp,compsvo27,over,,none,table,20190621-080618
0715042f-eb26-4593-9c4a-f27308ab9626,14,comp,compsva13,against,,none,book,20190621-080623
03097955-e5ee-4d20-aef1-03334ec04bea,14,comp,compsva13,under,,table,book,20190621-080625
3de4001d-5866-4b0b-9111-5d997bfc649f,14,comp,compsva13,over,,balloon,book,20190621-080628
2d13bddb-0b3b-4332-9eab-4b35cd04bc29,14,comp,compsva13,on top of,,pear,book,20190621-080632
39915b8c-6ab1-46de-bafc-113d0bbe227b,14,comp,compsva13,below,,table,book,20190621-080634
e71d96d1-fbef-423a-88a0-c0697f33ad00,14,comp,compsvo79,on top of,,none,table,20190621-080637
38512932-05c2-4537-aa54-0815d37ad3a5,14,comp,compsvo79,under,,box (1),table,20190621-080639
960dd9ee-84b6-4d0b-b57e-967358888fa1,12,sv,compsvo69a,,below;,box,table,20190621-080642
f546505c-97a4-4a00-bf86-0bb9925e3d84,14,comp,compsvo79,below,,box (1),table,20190621-080643
190ce4ed-4336-4291-b427-ad82cf403715,14,comp,compsvo79,on,,none,table,20190621-080644
eb878458-787d-490d-bbac-7ef84bfddfb5,14,comp,compsvo79,above,,none,table,20190621-080645
2534eb5f-dc75-46cc-989e-5eaf74004f5d,10,sv,compsvu25,,under;,table,book,20190621-080646
8d08df67-7f31-4c87-84dd-ad1091955e67,14,comp,compsvu63,below,,box,book,20190621-080648
806c4b13-0b90-4873-9ff7-1fff03608922,14,comp,compsvu63,inside,,none,book,20190621-080649
698ff0a3-19f1-46a7-b523-dd0fe160821c,14,comp,compsvu63,over,,none,book,20190621-080650
84049dd5-b69a-4215-9282-4609e9cc03e4,14,comp,compsvu63,above,,none,book,20190621-080651
01cf29b9-5010-4b61-b836-a44b8e19eeb0,12,sv,compsvo69a,,over;above;,balloon,table,20190621-080655
f5731ded-2bc3-4071-8daa-8ca7904f7ed8,14,comp,compsvu63,under,,table,book,20190621-080655
13859900-b7d7-47a7-93a8-6d6f890d723f,14,comp,compsvo16,under,,none,table,20190621-080602
eece17af-b7ae-4ae8-9066-97e9457957fd,14,comp,compsvo16,against,,none,table,20190621-080603
e62b50f4-b57c-4bb2-ab55-0879012f9aa5,14,comp,compsvo16,in,,none,table,20190621-080604
1109b174-abb3-4600-8f1b-2d87c2ec45b5,14,comp,compsvo16,on top of,,book,table,20190621-080606
dd19d39c-51da-42cf-a7ac-e8511750ef02,12,sv,compsvi12,,on;on top of;above;,pencil,table,20190621-080615
eb792d46-31df-4d71-8740-798068ed0a14,11,sv,compsvu63,,below;,box,book,20190621-080620
dd27d967-f758-4e02-a353-e1066b89df1a,12,sv,compsvi12,,on;on top of;,cube,table,20190621-080625
50471b10-9e93-4a5b-8787-16e28e26688b,11,sv,compsvu63,,under;,table,book,20190621-080628
a8a032e1-e257-44c5-8653-1b39be10b092,12,sv,compsvi12,,on;on top of;,cup,table,20190621-080636
edd6daf3-d66b-42a7-a234-cb8c808f01f7,11,sv,compsvi26,,against;on;,cube,cup,20190621-080644
377bdf8f-a6ac-4dc3-9ea0-3cfbdd53bdab,11,sv,compsvi26,,none;,pencil,cup,20190621-080650
