,Distinct Prototype,Baseline Model,KMeans Model,Partition Model
83,0.9204545454545454,0.8920454545454546,0.9034090909090909,0.9090909090909091
84,0.9294117647058824,0.8588235294117647,0.8470588235294118,0.8470588235294118
85,0.9578947368421052,0.8842105263157894,0.9368421052631579,0.8631578947368421
86,0.9305555555555556,0.9166666666666666,0.9166666666666666,0.8611111111111112
87,0.9071428571428571,0.8428571428571429,0.8357142857142857,0.8642857142857143
88,0.8375,0.8875,0.9375,0.8
89,0.8586956521739131,0.8913043478260869,0.8695652173913043,0.75
90,0.8181818181818182,0.8863636363636364,0.8712121212121212,0.8257575757575758
91,0.8932038834951457,0.7961165048543689,0.8155339805825242,0.7961165048543689
92,0.863013698630137,0.7945205479452054,0.8082191780821918,0.7945205479452054
93,0.90625,0.859375,0.90625,0.84375
94,0.8933333333333333,0.8933333333333333,0.96,0.8133333333333334
95,0.891566265060241,0.9518072289156626,0.9156626506024096,0.8795180722891566
96,0.9603174603174603,0.9603174603174603,0.9206349206349206,0.8492063492063492
97,0.872,0.816,0.88,0.816
98,0.8571428571428571,0.8761904761904762,0.8476190476190476,0.8476190476190476
99,0.8977272727272727,0.8977272727272727,0.9318181818181818,0.9318181818181818
